year,month,week,day,building,floor,direction,area,count
2020,10,43,24,mbk,004_5th,entrance,lift_12,124
2020,10,43,24,mbk,004_5th,entrance,lift_13,84
2020,10,43,24,mbk,004_5th,entrance,lift_14,63
2020,10,43,24,mbk,004_5th,entrance,lift_15,149
2020,10,43,24,mbk,004_5th,entrance,lift_16,149
2020,10,43,24,mbk,004_5th,entrance,lift_17,108
2020,10,43,24,mbk,004_5th,entrance,lift_18,107
2020,10,43,24,mbk,004_5th,entrance,lift_19,92
2020,10,43,24,mbk,004_5th,entrance,lift_tower_1,0
2020,10,43,24,mbk,004_5th,entrance,lift_tower_2,2
2020,10,43,24,mbk,004_5th,entrance,lift_tower_3,0
2020,10,43,24,mbk,004_5th,entrance,lift_tower_4,2
2020,10,43,24,mbk,004_5th,entrance,lift_tower_5,0
2020,10,43,24,mbk,004_5th,entrance,parking,933
2020,10,43,24,mbk,004_5th,exit,000_tokyu,2198
2020,10,43,24,mbk,004_5th,exit,003_4th,6046
2020,10,43,24,mbk,004_5th,exit,005_6th,6030
2020,10,43,24,mbk,004_5th,exit,lift_10,144
2020,10,43,24,mbk,004_5th,exit,lift_11,98
2020,10,43,24,mbk,004_5th,exit,lift_12,87
2020,10,43,24,mbk,004_5th,exit,lift_13,65
2020,10,43,24,mbk,004_5th,exit,lift_14,70
2020,10,43,24,mbk,004_5th,exit,lift_15,165
2020,10,43,24,mbk,004_5th,exit,lift_16,122
2020,10,43,24,mbk,004_5th,exit,lift_17,100
2020,10,43,24,mbk,004_5th,exit,lift_18,87
2020,10,43,24,mbk,004_5th,exit,lift_19,74
2020,10,43,24,mbk,004_5th,exit,lift_tower_1,0
2020,10,43,24,mbk,004_5th,exit,lift_tower_2,7
2020,10,43,24,mbk,004_5th,exit,lift_tower_3,0
2020,10,43,24,mbk,004_5th,exit,lift_tower_4,0
2020,10,43,24,mbk,004_5th,exit,lift_tower_5,0
2020,10,43,24,mbk,004_5th,exit,parking,968
2020,10,43,24,mbk,005_6th,entrance,004_5th,6030
2020,10,43,24,mbk,005_6th,entrance,006_7th,4274
2020,10,43,24,mbk,005_6th,entrance,lift_10,192
2020,10,43,24,mbk,005_6th,entrance,lift_11,175
2020,10,43,24,mbk,005_6th,entrance,lift_12,131
2020,10,43,24,mbk,005_6th,entrance,lift_13,163
2020,10,43,24,mbk,005_6th,entrance,lift_14,139
2020,10,43,24,mbk,005_6th,entrance,lift_15,268
2020,10,43,24,mbk,005_6th,entrance,lift_16,249
2020,10,43,24,mbk,005_6th,entrance,lift_17,248
2020,10,43,24,mbk,005_6th,entrance,lift_18,217
2020,10,43,24,mbk,005_6th,entrance,lift_19,206
2020,10,43,24,mbk,005_6th,entrance,parking,1114
2020,10,43,24,mbk,005_6th,exit,004_5th,6469
2020,10,43,24,mbk,005_6th,exit,006_7th,4407
2020,10,43,24,mbk,005_6th,exit,lift_10,156
2020,10,43,24,mbk,005_6th,exit,lift_11,122
2020,10,43,24,mbk,005_6th,exit,lift_12,132
2020,10,43,24,mbk,005_6th,exit,lift_13,136
2020,10,43,24,mbk,005_6th,exit,lift_14,149
2020,10,43,24,mbk,005_6th,exit,lift_15,352
2020,10,43,24,mbk,005_6th,exit,lift_16,276
2020,10,43,24,mbk,005_6th,exit,lift_17,177
2020,10,43,24,mbk,005_6th,exit,lift_18,175
2020,10,43,24,mbk,005_6th,exit,lift_19,186
2020,10,43,24,mbk,005_6th,exit,parking,1270
2020,10,43,24,mbk,006_7th,entrance,005_6th,4407
2020,10,43,24,mbk,006_7th,entrance,007_8th,235
2020,10,43,24,mbk,006_7th,entrance,lift_10,223
2020,10,43,24,mbk,006_7th,entrance,lift_11,175
2020,10,43,24,mbk,006_7th,entrance,lift_12,242
2020,10,43,24,mbk,006_7th,entrance,lift_13,91
2020,10,43,24,mbk,006_7th,entrance,lift_14,96
2020,10,43,24,mbk,006_7th,entrance,lift_15,327
2020,10,43,24,mbk,006_7th,entrance,lift_16,273
2020,10,43,24,mbk,006_7th,entrance,lift_17,136
2020,10,43,24,mbk,006_7th,entrance,lift_18,213
2020,10,43,24,mbk,006_7th,entrance,lift_19,205
2020,10,43,24,mbk,006_7th,exit,005_6th,4274
2020,10,43,24,mbk,006_7th,exit,007_8th,174
2020,10,43,24,mbk,006_7th,exit,lift_10,220
2020,10,43,24,mbk,006_7th,exit,lift_11,204
2020,10,43,24,mbk,006_7th,exit,lift_12,212
2020,10,43,24,mbk,006_7th,exit,lift_13,152
2020,10,43,24,mbk,006_7th,exit,lift_14,155
2020,10,43,24,mbk,006_7th,exit,lift_15,289
2020,10,43,24,mbk,006_7th,exit,lift_16,250
2020,10,43,24,mbk,006_7th,exit,lift_17,138
2020,10,43,24,mbk,006_7th,exit,lift_18,150
2020,10,43,24,mbk,006_7th,exit,lift_19,201
2020,10,43,24,mbk,007_8th,entrance,006_7th,174
2020,10,43,24,mbk,007_8th,entrance,lift_10,68
2020,10,43,24,mbk,007_8th,entrance,lift_11,2
2020,10,43,24,mbk,007_8th,entrance,lift_13,0
2020,10,43,24,mbk,007_8th,entrance,lift_14,0
2020,10,43,24,mbk,007_8th,entrance,lift_15,8
2020,10,43,24,mbk,007_8th,entrance,lift_17,10
2020,10,43,24,mbk,007_8th,entrance,lift_18,43
2020,10,43,24,mbk,007_8th,entrance,lift_19,41
2020,10,43,24,mbk,007_8th,exit,006_7th,235
2020,10,43,24,mbk,007_8th,exit,lift_10,108
2020,10,43,24,mbk,007_8th,exit,lift_11,2
2020,10,43,24,mbk,007_8th,exit,lift_13,0
2020,10,43,24,mbk,007_8th,exit,lift_14,0
2020,10,43,24,mbk,007_8th,exit,lift_15,12
2020,10,43,24,mbk,007_8th,exit,lift_17,7
2020,10,43,24,mbk,007_8th,exit,lift_18,35
2020,10,43,24,mbk,007_8th,exit,lift_19,43
2020,10,43,24,mbk,008_m,entrance,lift_10,10
2020,10,43,24,mbk,008_m,entrance,lift_11,0
2020,10,43,24,mbk,008_m,entrance,lift_12,0
2020,10,43,24,mbk,008_m,entrance,lift_13,0
2020,10,43,24,mbk,008_m,entrance,lift_14,0
2020,10,43,24,mbk,008_m,entrance,lift_17,7
2020,10,43,24,mbk,008_m,entrance,lift_18,43
2020,10,43,24,mbk,008_m,entrance,lift_19,54
2020,10,43,24,mbk,008_m,exit,lift_10,20
2020,10,43,24,mbk,008_m,exit,lift_11,3
2020,10,43,24,mbk,008_m,exit,lift_12,5
2020,10,43,24,mbk,008_m,exit,lift_13,0
2020,10,43,24,mbk,008_m,exit,lift_14,0
2020,10,43,24,mbk,008_m,exit,lift_17,5
2020,10,43,24,mbk,008_m,exit,lift_18,43
2020,10,43,24,mbk,008_m,exit,lift_19,45
2020,10,43,24,tokyu,000_tokyu,entrance,000_g,962
2020,10,43,24,tokyu,000_tokyu,entrance,001_2nd,1473
2020,10,43,24,tokyu,000_tokyu,entrance,002_3rd,1212
2020,10,43,24,tokyu,000_tokyu,entrance,003_4th,1659
2020,10,43,24,tokyu,000_tokyu,entrance,004_5th,2198
2020,10,43,24,tokyu,000_tokyu,entrance,tokyu,2279
2020,10,43,24,tokyu,000_tokyu,exit,000_g,831
2020,10,43,24,tokyu,000_tokyu,exit,001_2nd,1586
2020,10,43,24,tokyu,000_tokyu,exit,002_3rd,1135
2020,10,43,24,tokyu,000_tokyu,exit,003_4th,1740
2020,10,43,24,tokyu,000_tokyu,exit,004_5th,2124
2020,10,43,24,tokyu,000_tokyu,exit,tokyu,2251
2020,10,43,24,tower,000_tower,entrance,lift_tower_1,8
2020,10,43,24,tower,000_tower,entrance,lift_tower_2,83
2020,10,43,24,tower,000_tower,entrance,lift_tower_3,3
2020,10,43,24,tower,000_tower,entrance,lift_tower_4,61
2020,10,43,24,tower,000_tower,entrance,lift_tower_5,0
2020,10,43,24,tower,000_tower,exit,lift_tower_1,1
2020,10,43,24,tower,000_tower,exit,lift_tower_2,79
2020,10,43,24,tower,000_tower,exit,lift_tower_3,2
2020,10,43,24,tower,000_tower,exit,lift_tower_4,62
2020,10,43,24,tower,000_tower,exit,lift_tower_5,0
2020,10,43,25,alaart,001_alaart2nd,entrance,000_alaart1st,1176
2020,10,43,25,alaart,001_alaart2nd,entrance,002_alaart3rd,672
2020,10,43,25,alaart,001_alaart2nd,exit,000_alaart1st,1208
2020,10,43,25,alaart,001_alaart2nd,exit,002_alaart3rd,1151
2020,10,43,25,alaart,002_alaart3rd,entrance,001_alaart2nd,1151
2020,10,43,25,alaart,002_alaart3rd,entrance,alaart,1344
2020,10,43,25,alaart,002_alaart3rd,exit,001_alaart2nd,672
2020,10,43,25,alaart,002_alaart3rd,exit,alaart,1280
2020,10,43,25,mbk,000_g,entrance,000_tokyu,817
2020,10,43,25,mbk,000_g,entrance,001_2nd,4878
2020,10,43,25,mbk,000_g,entrance,ground,3115
2020,10,43,25,mbk,000_g,entrance,hotel,621
2020,10,43,25,mbk,000_g,entrance,lift_10,311
2020,10,43,25,mbk,000_g,entrance,lift_11,372
2020,10,43,25,mbk,000_g,entrance,lift_12,435
2020,10,43,25,mbk,000_g,entrance,lift_13,148
2020,10,43,25,mbk,000_g,entrance,lift_14,196
2020,10,43,25,mbk,000_g,entrance,lift_15,277
2020,10,43,25,mbk,000_g,entrance,lift_16,218
2020,10,43,25,mbk,000_g,entrance,lift_17,294
2020,10,43,25,mbk,000_g,entrance,lift_18,261
2020,10,43,25,mbk,000_g,entrance,lift_19,235
2020,10,43,25,mbk,000_g,entrance,lift_tower_1,30
2020,10,43,25,mbk,000_g,entrance,lift_tower_2,69
2020,10,43,25,mbk,000_g,entrance,lift_tower_3,23
2020,10,43,25,mbk,000_g,entrance,lift_tower_4,65
2020,10,43,25,mbk,000_g,entrance,lift_tower_5,27
2020,10,43,25,mbk,000_g,entrance,parking,2016
2020,10,43,25,mbk,000_g,entrance,service,854
2020,10,43,25,mbk,000_g,entrance,taxi,834
2020,10,43,25,mbk,000_g,entrance,tokyu,739
2020,10,43,25,mbk,000_g,entrance,tower,108
2020,10,43,25,mbk,000_g,exit,000_tokyu,895
2020,10,43,25,mbk,000_g,exit,001_2nd,4922
2020,10,43,25,mbk,000_g,exit,ground,2627
2020,10,43,25,mbk,000_g,exit,hotel,530
2020,10,43,25,mbk,000_g,exit,lift_10,448
2020,10,43,25,mbk,000_g,exit,lift_11,422
2020,10,43,25,mbk,000_g,exit,lift_12,451
2020,10,43,25,mbk,000_g,exit,lift_13,270
2020,10,43,25,mbk,000_g,exit,lift_14,246
2020,10,43,25,mbk,000_g,exit,lift_15,374
2020,10,43,25,mbk,000_g,exit,lift_16,337
2020,10,43,25,mbk,000_g,exit,lift_17,305
2020,10,43,25,mbk,000_g,exit,lift_18,225
2020,10,43,25,mbk,000_g,exit,lift_19,269
2020,10,43,25,mbk,000_g,exit,lift_tower_1,26
2020,10,43,25,mbk,000_g,exit,lift_tower_2,72
2020,10,43,25,mbk,000_g,exit,lift_tower_3,20
2020,10,43,25,mbk,000_g,exit,lift_tower_4,91
2020,10,43,25,mbk,000_g,exit,lift_tower_5,27
2020,10,43,25,mbk,000_g,exit,parking,1649
2020,10,43,25,mbk,000_g,exit,service,803
2020,10,43,25,mbk,000_g,exit,taxi,733
2020,10,43,25,mbk,000_g,exit,tokyu,505
2020,10,43,25,mbk,000_g,exit,tower,91
2020,10,43,25,mbk,001_2nd,entrance,000_g,4922
2020,10,43,25,mbk,001_2nd,entrance,000_tokyu,1323
2020,10,43,25,mbk,001_2nd,entrance,002_3rd,7847
2020,10,43,25,mbk,001_2nd,entrance,alaart,2813
2020,10,43,25,mbk,001_2nd,entrance,bts,2317
2020,10,43,25,mbk,001_2nd,entrance,hotel,56
2020,10,43,25,mbk,001_2nd,entrance,lift_10,231
2020,10,43,25,mbk,001_2nd,entrance,lift_11,229
2020,10,43,25,mbk,001_2nd,entrance,lift_12,208
2020,10,43,25,mbk,001_2nd,entrance,lift_13,190
2020,10,43,25,mbk,001_2nd,entrance,lift_14,173
2020,10,43,25,mbk,001_2nd,entrance,lift_15,491
2020,10,43,25,mbk,001_2nd,entrance,lift_16,462
2020,10,43,25,mbk,001_2nd,entrance,lift_17,246
2020,10,43,25,mbk,001_2nd,entrance,lift_18,219
2020,10,43,25,mbk,001_2nd,entrance,lift_19,237
2020,10,43,25,mbk,001_2nd,entrance,lift_tower_1,0
2020,10,43,25,mbk,001_2nd,entrance,lift_tower_2,9
2020,10,43,25,mbk,001_2nd,entrance,lift_tower_3,2
2020,10,43,25,mbk,001_2nd,entrance,lift_tower_4,0
2020,10,43,25,mbk,001_2nd,entrance,lift_tower_5,0
2020,10,43,25,mbk,001_2nd,entrance,parking,3884
2020,10,43,25,mbk,001_2nd,entrance,tokyu,1159
2020,10,43,25,mbk,001_2nd,exit,000_g,4878
2020,10,43,25,mbk,001_2nd,exit,000_tokyu,1215
2020,10,43,25,mbk,001_2nd,exit,002_3rd,7686
2020,10,43,25,mbk,001_2nd,exit,alaart,2007
2020,10,43,25,mbk,001_2nd,exit,bts,2836
2020,10,43,25,mbk,001_2nd,exit,hotel,59
2020,10,43,25,mbk,001_2nd,exit,lift_10,158
2020,10,43,25,mbk,001_2nd,exit,lift_11,128
2020,10,43,25,mbk,001_2nd,exit,lift_12,171
2020,10,43,25,mbk,001_2nd,exit,lift_13,135
2020,10,43,25,mbk,001_2nd,exit,lift_14,124
2020,10,43,25,mbk,001_2nd,exit,lift_15,452
2020,10,43,25,mbk,001_2nd,exit,lift_16,388
2020,10,43,25,mbk,001_2nd,exit,lift_17,237
2020,10,43,25,mbk,001_2nd,exit,lift_18,285
2020,10,43,25,mbk,001_2nd,exit,lift_19,211
2020,10,43,25,mbk,001_2nd,exit,lift_tower_1,0
2020,10,43,25,mbk,001_2nd,exit,lift_tower_2,7
2020,10,43,25,mbk,001_2nd,exit,lift_tower_3,0
2020,10,43,25,mbk,001_2nd,exit,lift_tower_4,2
2020,10,43,25,mbk,001_2nd,exit,lift_tower_5,0
2020,10,43,25,mbk,001_2nd,exit,parking,4046
2020,10,43,25,mbk,001_2nd,exit,tokyu,1377
2020,10,43,25,mbk,002_3rd,entrance,000_tokyu,1096
2020,10,43,25,mbk,002_3rd,entrance,001_2nd,7686
2020,10,43,25,mbk,002_3rd,entrance,003_4th,7392
2020,10,43,25,mbk,002_3rd,entrance,bts,2718
2020,10,43,25,mbk,002_3rd,entrance,chula,1010
2020,10,43,25,mbk,002_3rd,entrance,lift_10,126
2020,10,43,25,mbk,002_3rd,entrance,lift_11,145
2020,10,43,25,mbk,002_3rd,entrance,lift_12,171
2020,10,43,25,mbk,002_3rd,entrance,lift_13,90
2020,10,43,25,mbk,002_3rd,entrance,lift_14,104
2020,10,43,25,mbk,002_3rd,entrance,lift_15,210
2020,10,43,25,mbk,002_3rd,entrance,lift_16,173
2020,10,43,25,mbk,002_3rd,entrance,lift_17,64
2020,10,43,25,mbk,002_3rd,entrance,lift_18,77
2020,10,43,25,mbk,002_3rd,entrance,lift_19,57
2020,10,43,25,mbk,002_3rd,entrance,parking,1857
2020,10,43,25,mbk,002_3rd,exit,000_tokyu,1136
2020,10,43,25,mbk,002_3rd,exit,001_2nd,7847
2020,10,43,25,mbk,002_3rd,exit,003_4th,8484
2020,10,43,25,mbk,002_3rd,exit,bts,2793
2020,10,43,25,mbk,002_3rd,exit,chula,1243
2020,10,43,25,mbk,002_3rd,exit,lift_10,142
2020,10,43,25,mbk,002_3rd,exit,lift_11,143
2020,10,43,25,mbk,002_3rd,exit,lift_12,131
2020,10,43,25,mbk,002_3rd,exit,lift_13,81
2020,10,43,25,mbk,002_3rd,exit,lift_14,87
2020,10,43,25,mbk,002_3rd,exit,lift_15,187
2020,10,43,25,mbk,002_3rd,exit,lift_16,215
2020,10,43,25,mbk,002_3rd,exit,lift_17,81
2020,10,43,25,mbk,002_3rd,exit,lift_18,98
2020,10,43,25,mbk,002_3rd,exit,lift_19,98
2020,10,43,25,mbk,002_3rd,exit,parking,2152
2020,10,43,25,mbk,003_4th,entrance,000_tokyu,1695
2020,10,43,25,mbk,003_4th,entrance,002_3rd,8484
2020,10,43,25,mbk,003_4th,entrance,004_5th,5436
2020,10,43,25,mbk,003_4th,entrance,lift_10,404
2020,10,43,25,mbk,003_4th,entrance,lift_11,223
2020,10,43,25,mbk,003_4th,entrance,lift_12,239
2020,10,43,25,mbk,003_4th,entrance,lift_13,172
2020,10,43,25,mbk,003_4th,entrance,lift_14,148
2020,10,43,25,mbk,003_4th,entrance,lift_15,283
2020,10,43,25,mbk,003_4th,entrance,lift_16,281
2020,10,43,25,mbk,003_4th,entrance,lift_17,101
2020,10,43,25,mbk,003_4th,entrance,lift_18,120
2020,10,43,25,mbk,003_4th,entrance,lift_19,113
2020,10,43,25,mbk,003_4th,entrance,parking,1355
2020,10,43,25,mbk,003_4th,exit,000_tokyu,1638
2020,10,43,25,mbk,003_4th,exit,002_3rd,7392
2020,10,43,25,mbk,003_4th,exit,004_5th,5120
2020,10,43,25,mbk,003_4th,exit,lift_10,467
2020,10,43,25,mbk,003_4th,exit,lift_11,335
2020,10,43,25,mbk,003_4th,exit,lift_12,342
2020,10,43,25,mbk,003_4th,exit,lift_13,131
2020,10,43,25,mbk,003_4th,exit,lift_14,133
2020,10,43,25,mbk,003_4th,exit,lift_15,242
2020,10,43,25,mbk,003_4th,exit,lift_16,199
2020,10,43,25,mbk,003_4th,exit,lift_17,174
2020,10,43,25,mbk,003_4th,exit,lift_18,178
2020,10,43,25,mbk,003_4th,exit,lift_19,154
2020,10,43,25,mbk,003_4th,exit,parking,1718
2020,10,43,25,mbk,004_5th,entrance,000_tokyu,1900
2020,10,43,25,mbk,004_5th,entrance,003_4th,5120
2020,10,43,25,mbk,004_5th,entrance,005_6th,5501
2020,10,43,25,mbk,004_5th,entrance,lift_10,100
2020,10,43,25,mbk,004_5th,entrance,lift_11,115
2020,10,43,25,mbk,004_5th,entrance,lift_12,106
2020,10,43,25,mbk,004_5th,entrance,lift_13,91
2020,10,43,25,mbk,004_5th,entrance,lift_14,73
2020,10,43,25,mbk,004_5th,entrance,lift_15,175
2020,10,43,25,mbk,004_5th,entrance,lift_16,164
2020,10,43,25,mbk,004_5th,entrance,lift_17,115
2020,10,43,25,mbk,004_5th,entrance,lift_18,91
2020,10,43,25,mbk,004_5th,entrance,lift_19,90
2020,10,43,25,mbk,004_5th,entrance,lift_tower_1,0
2020,10,43,25,mbk,004_5th,entrance,lift_tower_2,5
2020,10,43,25,mbk,004_5th,entrance,lift_tower_3,0
2020,10,43,25,mbk,004_5th,entrance,lift_tower_4,3
2020,10,43,25,mbk,004_5th,entrance,lift_tower_5,0
2020,10,43,25,mbk,004_5th,entrance,parking,726
2020,10,43,25,mbk,004_5th,exit,000_tokyu,1941
2020,10,43,25,mbk,004_5th,exit,003_4th,5436
2020,10,43,25,mbk,004_5th,exit,005_6th,5191
2020,10,43,25,mbk,004_5th,exit,lift_10,102
2020,10,43,25,mbk,004_5th,exit,lift_11,99
2020,10,43,25,mbk,004_5th,exit,lift_12,89
2020,10,43,25,mbk,004_5th,exit,lift_13,64
2020,10,43,25,mbk,004_5th,exit,lift_14,63
2020,10,43,25,mbk,004_5th,exit,lift_15,172
2020,10,43,25,mbk,004_5th,exit,lift_16,119
2020,10,43,25,mbk,004_5th,exit,lift_17,73
2020,10,43,25,mbk,004_5th,exit,lift_18,54
2020,10,43,25,mbk,004_5th,exit,lift_19,64
2020,10,43,25,mbk,004_5th,exit,lift_tower_1,0
2020,10,43,25,mbk,004_5th,exit,lift_tower_2,6
2020,10,43,25,mbk,004_5th,exit,lift_tower_3,0
2020,10,43,25,mbk,004_5th,exit,lift_tower_4,0
2020,10,43,25,mbk,004_5th,exit,lift_tower_5,0
2020,10,43,25,mbk,004_5th,exit,parking,866
2020,10,43,25,mbk,005_6th,entrance,004_5th,5191
2020,10,43,25,mbk,005_6th,entrance,006_7th,3561
2020,10,43,25,mbk,005_6th,entrance,lift_10,140
2020,10,43,25,mbk,005_6th,entrance,lift_11,154
2020,10,43,25,mbk,005_6th,entrance,lift_12,167
2020,10,43,25,mbk,005_6th,entrance,lift_13,136
2020,10,43,25,mbk,005_6th,entrance,lift_14,130
2020,10,43,25,mbk,005_6th,entrance,lift_15,279
2020,10,43,25,mbk,005_6th,entrance,lift_16,243
2020,10,43,25,mbk,005_6th,entrance,lift_17,230
2020,10,43,25,mbk,005_6th,entrance,lift_18,236
2020,10,43,25,mbk,005_6th,entrance,lift_19,196
2020,10,43,25,mbk,005_6th,entrance,parking,1105
2020,10,43,25,mbk,005_6th,exit,004_5th,5501
2020,10,43,25,mbk,005_6th,exit,006_7th,3655
2020,10,43,25,mbk,005_6th,exit,lift_10,131
2020,10,43,25,mbk,005_6th,exit,lift_11,112
2020,10,43,25,mbk,005_6th,exit,lift_12,134
2020,10,43,25,mbk,005_6th,exit,lift_13,126
2020,10,43,25,mbk,005_6th,exit,lift_14,156
2020,10,43,25,mbk,005_6th,exit,lift_15,314
2020,10,43,25,mbk,005_6th,exit,lift_16,291
2020,10,43,25,mbk,005_6th,exit,lift_17,211
2020,10,43,25,mbk,005_6th,exit,lift_18,202
2020,10,43,25,mbk,005_6th,exit,lift_19,190
2020,10,43,25,mbk,005_6th,exit,parking,1274
2020,10,43,25,mbk,006_7th,entrance,005_6th,3655
2020,10,43,25,mbk,006_7th,entrance,007_8th,185
2020,10,43,25,mbk,006_7th,entrance,lift_10,216
2020,10,43,25,mbk,006_7th,entrance,lift_11,191
2020,10,43,25,mbk,006_7th,entrance,lift_12,206
2020,10,43,25,mbk,006_7th,entrance,lift_13,89
2020,10,43,25,mbk,006_7th,entrance,lift_14,89
2020,10,43,25,mbk,006_7th,entrance,lift_15,302
2020,10,43,25,mbk,006_7th,entrance,lift_16,240
2020,10,43,25,mbk,006_7th,entrance,lift_17,143
2020,10,43,25,mbk,006_7th,entrance,lift_18,143
2020,10,43,25,mbk,006_7th,entrance,lift_19,141
2020,10,43,25,mbk,006_7th,exit,005_6th,3561
2020,10,43,25,mbk,006_7th,exit,007_8th,146
2020,10,43,25,mbk,006_7th,exit,lift_10,178
2020,10,43,25,mbk,006_7th,exit,lift_11,213
2020,10,43,25,mbk,006_7th,exit,lift_12,234
2020,10,43,25,mbk,006_7th,exit,lift_13,110
2020,10,43,25,mbk,006_7th,exit,lift_14,113
2020,10,43,25,mbk,006_7th,exit,lift_15,294
2020,10,43,25,mbk,006_7th,exit,lift_16,231
2020,10,43,25,mbk,006_7th,exit,lift_17,127
2020,10,43,25,mbk,006_7th,exit,lift_18,115
2020,10,43,25,mbk,006_7th,exit,lift_19,115
2020,10,43,25,mbk,007_8th,entrance,006_7th,146
2020,10,43,25,mbk,007_8th,entrance,lift_10,71
2020,10,43,25,mbk,007_8th,entrance,lift_11,11
2020,10,43,25,mbk,007_8th,entrance,lift_12,0
2020,10,43,25,mbk,007_8th,entrance,lift_13,0
2020,10,43,25,mbk,007_8th,entrance,lift_14,0
2020,10,43,25,mbk,007_8th,entrance,lift_15,11
2020,10,43,25,mbk,007_8th,entrance,lift_17,17
2020,10,43,25,mbk,007_8th,entrance,lift_18,45
2020,10,43,25,mbk,007_8th,entrance,lift_19,37
2020,10,43,25,mbk,007_8th,exit,006_7th,185
2020,10,43,25,mbk,007_8th,exit,lift_10,80
2020,10,43,25,mbk,007_8th,exit,lift_11,10
2020,10,43,25,mbk,007_8th,exit,lift_12,0
2020,10,43,25,mbk,007_8th,exit,lift_13,0
2020,10,43,25,mbk,007_8th,exit,lift_14,0
2020,10,43,25,mbk,007_8th,exit,lift_15,9
2020,10,43,25,mbk,007_8th,exit,lift_17,16
2020,10,43,25,mbk,007_8th,exit,lift_18,32
2020,10,43,25,mbk,007_8th,exit,lift_19,30
2020,10,43,25,mbk,008_m,entrance,lift_10,18
2020,10,43,25,mbk,008_m,entrance,lift_13,0
2020,10,43,25,mbk,008_m,entrance,lift_14,0
2020,10,43,25,mbk,008_m,entrance,lift_17,39
2020,10,43,25,mbk,008_m,entrance,lift_18,33
2020,10,43,25,mbk,008_m,entrance,lift_19,40
2020,10,43,25,mbk,008_m,exit,lift_10,16
2020,10,43,25,mbk,008_m,exit,lift_13,0
2020,10,43,25,mbk,008_m,exit,lift_14,0
2020,10,43,25,mbk,008_m,exit,lift_17,39
2020,10,43,25,mbk,008_m,exit,lift_18,40
2020,10,43,25,mbk,008_m,exit,lift_19,43
2020,10,43,25,tokyu,000_tokyu,entrance,000_g,895
2020,10,43,25,tokyu,000_tokyu,entrance,001_2nd,1215
2020,10,43,25,tokyu,000_tokyu,entrance,002_3rd,1136
2020,10,43,25,tokyu,000_tokyu,entrance,003_4th,1638
2020,10,43,25,tokyu,000_tokyu,entrance,004_5th,1941
2020,10,43,25,tokyu,000_tokyu,entrance,tokyu,1898
2020,10,43,25,tokyu,000_tokyu,exit,000_g,817
2020,10,43,25,tokyu,000_tokyu,exit,001_2nd,1323
2020,10,43,25,tokyu,000_tokyu,exit,002_3rd,1096
2020,10,43,25,tokyu,000_tokyu,exit,003_4th,1695
2020,10,43,25,tokyu,000_tokyu,exit,004_5th,1900
2020,10,43,25,tokyu,000_tokyu,exit,tokyu,1882
2020,10,43,25,tower,000_tower,entrance,lift_tower_1,26
2020,10,43,25,tower,000_tower,entrance,lift_tower_2,85
2020,10,43,25,tower,000_tower,entrance,lift_tower_3,20
2020,10,43,25,tower,000_tower,entrance,lift_tower_4,93
2020,10,43,25,tower,000_tower,entrance,lift_tower_5,27
2020,10,43,25,tower,000_tower,exit,lift_tower_1,30
2020,10,43,25,tower,000_tower,exit,lift_tower_2,83
2020,10,43,25,tower,000_tower,exit,lift_tower_3,25
2020,10,43,25,tower,000_tower,exit,lift_tower_4,68
2020,10,43,25,tower,000_tower,exit,lift_tower_5,27
2020,10,44,26,alaart,001_alaart2nd,entrance,000_alaart1st,1399
2020,10,44,26,alaart,001_alaart2nd,entrance,002_alaart3rd,591
2020,10,44,26,alaart,001_alaart2nd,exit,000_alaart1st,1063
2020,10,44,26,alaart,001_alaart2nd,exit,002_alaart3rd,1358
2020,10,44,26,alaart,002_alaart3rd,entrance,001_alaart2nd,1358
2020,10,44,26,alaart,002_alaart3rd,entrance,alaart,1154
2020,10,44,26,alaart,002_alaart3rd,exit,001_alaart2nd,591
2020,10,44,26,alaart,002_alaart3rd,exit,alaart,1437
2020,10,44,26,mbk,000_g,entrance,000_tokyu,893
2020,10,44,26,mbk,000_g,entrance,001_2nd,4071
2020,10,44,26,mbk,000_g,entrance,ground,3142
2020,10,44,26,mbk,000_g,entrance,hotel,685
2020,10,44,26,mbk,000_g,entrance,lift_10,338
2020,10,44,26,mbk,000_g,entrance,lift_11,387
2020,10,44,26,mbk,000_g,entrance,lift_12,441
2020,10,44,26,mbk,000_g,entrance,lift_13,170
2020,10,44,26,mbk,000_g,entrance,lift_14,212
2020,10,44,26,mbk,000_g,entrance,lift_15,273
2020,10,44,26,mbk,000_g,entrance,lift_16,273
2020,10,44,26,mbk,000_g,entrance,lift_17,413
2020,10,44,26,mbk,000_g,entrance,lift_18,304
2020,10,44,26,mbk,000_g,entrance,lift_19,324
2020,10,44,26,mbk,000_g,entrance,lift_tower_1,691
2020,10,44,26,mbk,000_g,entrance,lift_tower_2,173
2020,10,44,26,mbk,000_g,entrance,lift_tower_3,120
2020,10,44,26,mbk,000_g,entrance,lift_tower_4,182
2020,10,44,26,mbk,000_g,entrance,lift_tower_5,100
2020,10,44,26,mbk,000_g,entrance,parking,2246
2020,10,44,26,mbk,000_g,entrance,service,1087
2020,10,44,26,mbk,000_g,entrance,taxi,765
2020,10,44,26,mbk,000_g,entrance,tokyu,940
2020,10,44,26,mbk,000_g,entrance,tower,290
2020,10,44,26,mbk,000_g,exit,000_tokyu,925
