year,month,week,day,building,floor,hour,entrance,exit,accumulate
2020,10,44,30,alaart,002_alaart3rd,13,394,318,276
2020,10,44,30,alaart,002_alaart3rd,14,316,257,335
2020,10,44,30,alaart,002_alaart3rd,15,326,256,405
2020,10,44,30,alaart,002_alaart3rd,16,420,358,467
2020,10,44,30,alaart,002_alaart3rd,17,464,354,577
2020,10,44,30,alaart,002_alaart3rd,18,364,273,668
2020,10,44,30,alaart,002_alaart3rd,19,202,163,707
2020,10,44,30,alaart,002_alaart3rd,20,166,144,729
2020,10,44,30,alaart,002_alaart3rd,21,5,22,712
2020,10,44,30,alaart,001_alaart2nd,8,3,3,0
2020,10,44,30,alaart,001_alaart2nd,9,34,26,8
2020,10,44,30,alaart,001_alaart2nd,10,145,164,-11
2020,10,44,30,alaart,001_alaart2nd,11,161,193,-43
2020,10,44,30,alaart,001_alaart2nd,12,330,454,-167
2020,10,44,30,alaart,001_alaart2nd,13,311,386,-242
2020,10,44,30,alaart,001_alaart2nd,14,252,310,-300
2020,10,44,30,alaart,001_alaart2nd,15,248,320,-372
2020,10,44,30,alaart,001_alaart2nd,16,345,396,-423
2020,10,44,30,alaart,001_alaart2nd,17,340,452,-535
2020,10,44,30,alaart,001_alaart2nd,18,273,370,-632
2020,10,44,30,alaart,001_alaart2nd,19,231,301,-702
2020,10,44,30,alaart,001_alaart2nd,20,124,160,-738
2020,10,44,30,alaart,001_alaart2nd,21,6,5,-737
2020,10,44,31,mbk,001_2nd,8,203,181,22
2020,10,44,31,mbk,001_2nd,9,532,349,205
2020,10,44,31,mbk,001_2nd,10,1980,1880,305
2020,10,44,31,mbk,001_2nd,11,3250,2323,1232
2020,10,44,31,mbk,001_2nd,12,3200,2950,1482
2020,10,44,31,mbk,001_2nd,13,3730,4054,1158
2020,10,44,31,mbk,001_2nd,14,3767,3957,968
2020,10,44,31,mbk,001_2nd,15,3972,3984,956
2020,10,44,31,mbk,001_2nd,16,3781,3952,785
2020,10,44,31,mbk,001_2nd,17,4558,4619,724
2020,10,44,31,mbk,001_2nd,18,3613,3746,591
2020,10,44,31,mbk,001_2nd,19,2717,3838,-530
2020,10,44,31,mbk,001_2nd,20,1674,2111,-967
2020,10,44,31,mbk,001_2nd,21,390,627,-1204
2020,10,44,31,mbk,000_g,8,414,333,81
2020,10,44,31,mbk,000_g,9,787,622,246
2020,10,44,31,mbk,000_g,10,1698,1218,726
2020,10,44,31,mbk,000_g,11,1869,1554,1041
2020,10,44,31,mbk,000_g,12,2148,1845,1344
2020,10,44,31,mbk,000_g,13,2356,2223,1477
2020,10,44,31,mbk,000_g,14,2623,2531,1569
2020,10,44,31,mbk,000_g,15,2890,2688,1771
2020,10,44,31,mbk,000_g,16,2882,2734,1919
2020,10,44,31,mbk,000_g,17,2788,2931,1776
2020,10,44,31,mbk,000_g,18,2837,2894,1719
2020,10,44,31,mbk,000_g,19,2354,2468,1605
2020,10,44,31,mbk,000_g,20,1618,1828,1395
2020,10,44,31,mbk,000_g,21,705,869,1231
2020,10,44,31,mbk,000_g,22,0,0,1231
2020,10,44,31,mbk,005_6th,8,171,133,38
2020,10,44,31,mbk,005_6th,9,244,203,79
2020,10,44,31,mbk,005_6th,10,687,502,264
2020,10,44,31,mbk,005_6th,11,1088,963,389
2020,10,44,31,mbk,005_6th,12,1526,1474,441
2020,10,44,31,mbk,005_6th,13,2167,2147,461
2020,10,44,31,mbk,005_6th,14,2221,2229,453
2020,10,44,31,mbk,005_6th,15,2117,2287,283
2020,10,44,31,mbk,005_6th,16,2082,2204,161
2020,10,44,31,mbk,005_6th,17,2120,2312,-31
2020,10,44,31,mbk,005_6th,18,1859,1982,-154
2020,10,44,31,mbk,005_6th,19,1289,1575,-440
2020,10,44,31,mbk,005_6th,20,664,905,-681
2020,10,44,31,mbk,005_6th,21,333,422,-770
2020,10,44,31,mbk,002_3rd,8,32,26,6
2020,10,44,31,mbk,002_3rd,9,140,123,23
2020,10,44,31,mbk,002_3rd,10,1495,1294,224
2020,10,44,31,mbk,002_3rd,11,2283,2904,-397
2020,10,44,31,mbk,002_3rd,12,2858,2931,-470
2020,10,44,31,mbk,002_3rd,13,3999,3502,27
2020,10,44,31,mbk,002_3rd,14,3684,3569,142
2020,10,44,31,mbk,002_3rd,15,3703,3844,1
2020,10,44,31,mbk,002_3rd,16,3598,3705,-106
2020,10,44,31,mbk,002_3rd,17,3854,3802,-54
2020,10,44,31,mbk,002_3rd,18,3156,3215,-113
2020,10,44,31,mbk,002_3rd,19,2900,2589,198
2020,10,44,31,mbk,002_3rd,20,1475,1873,-200
2020,10,44,31,mbk,002_3rd,21,235,208,-173
2020,10,44,31,mbk,003_4th,8,46,28,18
2020,10,44,31,mbk,003_4th,9,197,84,131
2020,10,44,31,mbk,003_4th,10,1483,812,802
2020,10,44,31,mbk,003_4th,11,2070,1610,1262
2020,10,44,31,mbk,003_4th,12,2505,2186,1581
2020,10,44,31,mbk,003_4th,13,2813,2830,1564
2020,10,44,31,mbk,003_4th,14,3074,3015,1623
2020,10,44,31,mbk,003_4th,15,3175,3043,1755
2020,10,44,31,mbk,003_4th,16,2936,2864,1827
2020,10,44,31,mbk,003_4th,17,2923,2910,1840
2020,10,44,31,mbk,003_4th,18,2383,2488,1735
2020,10,44,31,mbk,003_4th,19,1718,2078,1375
2020,10,44,31,mbk,003_4th,20,1084,1554,905
2020,10,44,31,mbk,003_4th,21,261,415,751
2020,10,44,31,mbk,007_8th,9,31,25,11
2020,10,44,31,mbk,007_8th,10,25,41,-5
2020,10,44,31,mbk,007_8th,11,50,35,10
2020,10,44,31,mbk,007_8th,12,55,63,2
2020,10,44,31,mbk,007_8th,13,148,126,24
2020,10,44,31,mbk,007_8th,14,93,110,7
2020,10,44,31,mbk,007_8th,15,74,76,5
2020,10,44,31,mbk,007_8th,16,62,175,-108
2020,10,44,31,mbk,007_8th,17,63,85,-130
2020,10,44,31,mbk,007_8th,18,86,73,-117
2020,10,44,31,mbk,007_8th,19,40,34,-111
2020,10,44,31,mbk,007_8th,20,70,63,-104
2020,10,44,31,mbk,007_8th,8,22,17,5
2020,10,44,31,mbk,007_8th,21,55,47,-96
2020,10,44,31,mbk,004_5th,8,49,34,15
2020,10,44,31,mbk,004_5th,9,95,44,66
2020,10,44,31,mbk,004_5th,10,821,634,253
2020,10,44,31,mbk,004_5th,11,1320,1295,278
2020,10,44,31,mbk,004_5th,12,1909,1818,369
2020,10,44,31,mbk,004_5th,13,2453,2315,507
2020,10,44,31,mbk,004_5th,14,2742,2704,545
2020,10,44,31,mbk,004_5th,15,2700,2674,571
2020,10,44,31,mbk,004_5th,16,2462,2583,450
2020,10,44,31,mbk,004_5th,17,2554,2512,492
2020,10,44,31,mbk,004_5th,18,2028,2165,355
2020,10,44,31,mbk,004_5th,19,1560,1638,277
2020,10,44,31,mbk,004_5th,20,848,891,234
2020,10,44,31,mbk,004_5th,21,238,311,161
2020,10,44,31,mbk,006_7th,8,100,27,73
2020,10,44,31,mbk,006_7th,9,125,97,101
2020,10,44,31,mbk,006_7th,10,360,153,308
2020,10,44,31,mbk,006_7th,11,557,354,511
2020,10,44,31,mbk,006_7th,12,842,531,822
2020,10,44,31,mbk,006_7th,13,1131,1010,943
2020,10,44,31,mbk,006_7th,14,1119,1107,955
2020,10,44,31,mbk,006_7th,15,1017,1008,964
2020,10,44,31,mbk,006_7th,16,1076,1072,968
2020,10,44,31,mbk,006_7th,17,1007,1073,902
2020,10,44,31,mbk,006_7th,18,838,839,901
2020,10,44,31,mbk,006_7th,19,554,683,772
2020,10,44,31,mbk,006_7th,20,222,612,382
2020,10,44,31,mbk,006_7th,21,103,235,250
2020,10,44,31,mbk,008_m,8,9,15,-6
2020,10,44,31,mbk,008_m,9,19,13,0
2020,10,44,31,mbk,008_m,10,13,9,4
2020,10,44,31,mbk,008_m,11,13,20,-3
2020,10,44,31,mbk,008_m,12,20,16,1
2020,10,44,31,mbk,008_m,13,13,17,-3
2020,10,44,31,mbk,008_m,14,18,13,2
2020,10,44,31,mbk,008_m,15,15,24,-7
2020,10,44,31,mbk,008_m,16,17,11,-1
2020,10,44,31,mbk,008_m,17,12,19,-8
2020,10,44,31,mbk,008_m,18,16,16,-8
2020,10,44,31,mbk,008_m,19,11,14,-11
2020,10,44,31,mbk,008_m,20,13,14,-12
2020,10,44,31,mbk,008_m,21,12,15,-15
2020,10,44,31,tokyu,000_tokyu,8,5,3,2
2020,10,44,31,tokyu,000_tokyu,9,7,11,-2
2020,10,44,31,tokyu,000_tokyu,10,497,427,68
2020,10,44,31,tokyu,000_tokyu,11,1020,1024,64
2020,10,44,31,tokyu,000_tokyu,12,1439,1471,32
2020,10,44,31,tokyu,000_tokyu,13,1659,1615,76
2020,10,44,31,tokyu,000_tokyu,14,1828,1835,69
2020,10,44,31,tokyu,000_tokyu,15,2307,2200,176
2020,10,44,31,tokyu,000_tokyu,16,2176,2256,96
2020,10,44,31,tokyu,000_tokyu,17,2075,2151,20
2020,10,44,31,tokyu,000_tokyu,18,1897,1839,78
2020,10,44,31,tokyu,000_tokyu,19,1395,1396,77
2020,10,44,31,tokyu,000_tokyu,20,53,83,47
2020,10,44,31,tokyu,000_tokyu,21,7,7,47
2020,10,44,31,tower,000_tower,8,40,41,-1
2020,10,44,31,tower,000_tower,9,50,12,37
2020,10,44,31,tower,000_tower,10,31,19,49
2020,10,44,31,tower,000_tower,11,21,20,50
2020,10,44,31,tower,000_tower,12,16,28,38
2020,10,44,31,tower,000_tower,13,33,18,53
2020,10,44,31,tower,000_tower,14,30,31,52
2020,10,44,31,tower,000_tower,15,20,22,50
2020,10,44,31,tower,000_tower,16,11,21,40
2020,10,44,31,tower,000_tower,17,25,41,24
2020,10,44,31,tower,000_tower,18,17,38,3
2020,10,44,31,tower,000_tower,19,11,12,2
2020,10,44,31,tower,000_tower,20,14,23,-7
2020,10,44,31,tower,000_tower,21,0,0,-7
2020,10,44,31,tower,000_tower,22,0,0,-7
2020,10,44,31,alaart,002_alaart3rd,8,8,4,4
2020,10,44,31,alaart,002_alaart3rd,9,24,18,10
2020,10,44,31,alaart,002_alaart3rd,10,211,186,35
2020,10,44,31,alaart,002_alaart3rd,11,266,208,93
2020,10,44,31,alaart,002_alaart3rd,12,404,304,193
2020,10,44,31,alaart,002_alaart3rd,13,512,378,327
2020,10,44,31,alaart,002_alaart3rd,14,446,325,448
2020,10,44,31,alaart,002_alaart3rd,15,408,328,528
2020,10,44,31,alaart,002_alaart3rd,16,434,332,630
2020,10,44,31,alaart,002_alaart3rd,17,504,434,700
2020,10,44,31,alaart,002_alaart3rd,18,454,355,799
2020,10,44,31,alaart,002_alaart3rd,19,337,269,867
2020,10,44,31,alaart,002_alaart3rd,20,198,161,904
2020,10,44,31,alaart,002_alaart3rd,21,15,21,898
2020,10,44,31,alaart,001_alaart2nd,8,4,6,-2
2020,10,44,31,alaart,001_alaart2nd,9,20,20,-2
2020,10,44,31,alaart,001_alaart2nd,10,181,193,-14
2020,10,44,31,alaart,001_alaart2nd,11,196,242,-60
2020,10,44,31,alaart,001_alaart2nd,12,308,398,-150
2020,10,44,31,alaart,001_alaart2nd,13,352,484,-282
2020,10,44,31,alaart,001_alaart2nd,14,321,425,-386
2020,10,44,31,alaart,001_alaart2nd,15,306,378,-458
2020,10,44,31,alaart,001_alaart2nd,16,317,409,-550
2020,10,44,31,alaart,001_alaart2nd,17,402,475,-623
2020,10,44,31,alaart,001_alaart2nd,18,345,449,-727
2020,10,44,31,alaart,001_alaart2nd,19,254,324,-797
2020,10,44,31,alaart,001_alaart2nd,20,147,191,-841
2020,10,44,31,alaart,001_alaart2nd,21,14,18,-845
