year,month,week,day,building,floor,hour,entrance,exit,accumulate
2020,10,44,28,mbk,003_4th,11,1609,1204,1050
2020,10,44,28,mbk,003_4th,12,2129,1930,1249
2020,10,44,28,mbk,003_4th,13,1967,1923,1293
2020,10,44,28,mbk,003_4th,14,1806,1770,1329
2020,10,44,28,mbk,003_4th,15,1842,1774,1397
2020,10,44,28,mbk,003_4th,16,1818,1783,1432
2020,10,44,28,mbk,003_4th,17,1884,1874,1442
2020,10,44,28,mbk,003_4th,18,1801,1844,1399
2020,10,44,28,mbk,003_4th,19,1430,1685,1144
2020,10,44,28,mbk,003_4th,20,908,1484,568
2020,10,44,28,mbk,003_4th,21,196,344,420
2020,10,44,28,mbk,003_4th,8,61,27,34
2020,10,44,28,mbk,002_3rd,9,149,147,6
2020,10,44,28,mbk,002_3rd,10,1297,994,309
2020,10,44,28,mbk,002_3rd,11,1505,2149,-335
2020,10,44,28,mbk,002_3rd,12,2447,2711,-599
2020,10,44,28,mbk,002_3rd,13,2679,2425,-345
2020,10,44,28,mbk,002_3rd,14,2091,2151,-405
2020,10,44,28,mbk,002_3rd,15,2216,2245,-434
2020,10,44,28,mbk,002_3rd,16,2163,2016,-287
2020,10,44,28,mbk,002_3rd,17,2291,2387,-383
2020,10,44,28,mbk,002_3rd,18,2316,2407,-474
2020,10,44,28,mbk,002_3rd,19,1874,2034,-634
2020,10,44,28,mbk,002_3rd,20,1185,1335,-784
2020,10,44,28,mbk,002_3rd,21,196,145,-733
2020,10,44,28,mbk,002_3rd,8,30,26,4
2020,10,44,28,mbk,006_7th,8,79,30,49
2020,10,44,28,mbk,006_7th,9,144,77,116
2020,10,44,28,mbk,006_7th,10,314,194,236
2020,10,44,28,mbk,006_7th,11,430,256,410
2020,10,44,28,mbk,006_7th,12,1075,788,697
2020,10,44,28,mbk,006_7th,13,717,836,578
2020,10,44,28,mbk,006_7th,14,650,609,619
2020,10,44,28,mbk,006_7th,15,587,538,668
2020,10,44,28,mbk,006_7th,16,589,556,701
2020,10,44,28,mbk,006_7th,17,669,631,739
2020,10,44,28,mbk,006_7th,18,695,608,826
2020,10,44,28,mbk,006_7th,19,569,600,795
2020,10,44,28,mbk,006_7th,20,165,472,488
2020,10,44,28,mbk,006_7th,21,58,252,294
2020,10,44,28,mbk,006_7th,22,0,1,293
2020,10,44,28,mbk,001_2nd,8,975,571,404
2020,10,44,28,mbk,001_2nd,9,1085,597,892
2020,10,44,28,mbk,001_2nd,10,1907,1749,1050
2020,10,44,28,mbk,001_2nd,11,2664,1786,1928
2020,10,44,28,mbk,001_2nd,12,2986,2657,2257
2020,10,44,28,mbk,001_2nd,13,2682,2963,1976
2020,10,44,28,mbk,001_2nd,14,2618,2533,2061
2020,10,44,28,mbk,001_2nd,15,2473,2634,1900
2020,10,44,28,mbk,001_2nd,16,2461,2570,1791
2020,10,44,28,mbk,001_2nd,17,3021,3096,1716
2020,10,44,28,mbk,001_2nd,18,3123,3425,1414
2020,10,44,28,mbk,001_2nd,19,2048,2760,702
2020,10,44,28,mbk,001_2nd,20,1257,1694,265
2020,10,44,28,mbk,001_2nd,21,405,623,47
2020,10,44,28,mbk,001_2nd,22,0,0,47
2020,10,44,28,mbk,004_5th,8,70,30,40
2020,10,44,28,mbk,004_5th,9,153,74,119
2020,10,44,28,mbk,004_5th,10,631,509,241
2020,10,44,28,mbk,004_5th,11,1149,1067,323
2020,10,44,28,mbk,004_5th,12,2126,2233,216
2020,10,44,28,mbk,004_5th,13,1902,1848,270
2020,10,44,28,mbk,004_5th,14,1455,1376,349
2020,10,44,28,mbk,004_5th,15,1412,1414,347
2020,10,44,28,mbk,004_5th,16,1472,1454,365
2020,10,44,28,mbk,004_5th,17,1638,1763,240
2020,10,44,28,mbk,004_5th,18,1705,1716,229
2020,10,44,28,mbk,004_5th,19,1422,1568,83
2020,10,44,28,mbk,004_5th,20,790,973,-100
2020,10,44,28,mbk,004_5th,21,332,392,-160
2020,10,44,28,mbk,007_8th,9,107,69,151
2020,10,44,28,mbk,007_8th,10,73,82,142
2020,10,44,28,mbk,007_8th,11,75,81,136
2020,10,44,28,mbk,007_8th,12,182,368,-50
2020,10,44,28,mbk,007_8th,13,213,115,48
2020,10,44,28,mbk,007_8th,14,90,115,23
2020,10,44,28,mbk,007_8th,15,98,118,3
2020,10,44,28,mbk,007_8th,16,88,123,-32
2020,10,44,28,mbk,007_8th,17,86,198,-144
2020,10,44,28,mbk,007_8th,18,93,191,-242
2020,10,44,28,mbk,007_8th,19,45,100,-297
2020,10,44,28,mbk,007_8th,20,29,56,-324
2020,10,44,28,mbk,007_8th,21,47,49,-326
2020,10,44,28,mbk,007_8th,8,166,53,113
2020,10,44,28,mbk,008_m,8,18,23,-5
2020,10,44,28,mbk,008_m,9,25,34,-14
2020,10,44,28,mbk,008_m,10,34,28,-8
2020,10,44,28,mbk,008_m,11,39,26,5
2020,10,44,28,mbk,008_m,12,38,24,19
2020,10,44,28,mbk,008_m,13,33,42,10
2020,10,44,28,mbk,008_m,14,42,33,19
2020,10,44,28,mbk,008_m,15,25,41,3
2020,10,44,28,mbk,008_m,16,33,33,3
2020,10,44,28,mbk,008_m,17,19,57,-35
2020,10,44,28,mbk,008_m,18,15,26,-46
2020,10,44,28,mbk,008_m,19,11,14,-49
2020,10,44,28,mbk,008_m,20,13,12,-48
2020,10,44,28,mbk,008_m,21,17,12,-43
2020,10,44,28,tower,000_tower,8,271,173,98
2020,10,44,28,tower,000_tower,9,288,183,203
2020,10,44,28,tower,000_tower,10,176,148,231
2020,10,44,28,tower,000_tower,11,109,121,219
2020,10,44,28,tower,000_tower,12,294,321,192
2020,10,44,28,tower,000_tower,13,398,308,282
2020,10,44,28,tower,000_tower,14,192,173,301
2020,10,44,28,tower,000_tower,15,102,102,301
2020,10,44,28,tower,000_tower,16,83,105,279
2020,10,44,28,tower,000_tower,17,166,204,241
2020,10,44,28,tower,000_tower,18,149,221,169
2020,10,44,28,tower,000_tower,19,61,143,87
2020,10,44,28,tower,000_tower,20,57,76,68
2020,10,44,28,tower,000_tower,21,14,41,41
2020,10,44,28,tower,000_tower,22,0,0,41
2020,10,44,28,tokyu,000_tokyu,8,40,44,-4
2020,10,44,28,tokyu,000_tokyu,9,37,46,-13
2020,10,44,28,tokyu,000_tokyu,10,336,289,34
2020,10,44,28,tokyu,000_tokyu,11,872,843,63
2020,10,44,28,tokyu,000_tokyu,12,1594,1459,198
2020,10,44,28,tokyu,000_tokyu,13,1300,1264,234
2020,10,44,28,tokyu,000_tokyu,14,907,903,238
2020,10,44,28,tokyu,000_tokyu,15,964,969,233
2020,10,44,28,tokyu,000_tokyu,16,1013,1036,210
2020,10,44,28,tokyu,000_tokyu,17,1264,1265,209
2020,10,44,28,tokyu,000_tokyu,18,1446,1478,177
2020,10,44,28,tokyu,000_tokyu,19,989,1018,148
2020,10,44,28,tokyu,000_tokyu,20,22,60,110
2020,10,44,28,tokyu,000_tokyu,21,13,10,113
2020,10,44,28,alaart,001_alaart2nd,8,8,6,2
2020,10,44,28,alaart,001_alaart2nd,9,28,22,8
2020,10,44,28,alaart,001_alaart2nd,10,155,169,-6
2020,10,44,28,alaart,001_alaart2nd,11,188,227,-45
2020,10,44,28,alaart,001_alaart2nd,12,297,344,-92
2020,10,44,28,alaart,001_alaart2nd,13,244,318,-166
2020,10,44,28,alaart,001_alaart2nd,14,209,275,-232
2020,10,44,28,alaart,001_alaart2nd,15,263,326,-295
2020,10,44,28,alaart,001_alaart2nd,16,298,344,-341
2020,10,44,28,alaart,001_alaart2nd,17,291,344,-394
2020,10,44,28,alaart,001_alaart2nd,18,289,362,-467
2020,10,44,28,alaart,001_alaart2nd,19,161,224,-530
2020,10,44,28,alaart,001_alaart2nd,20,91,131,-570
2020,10,44,28,alaart,001_alaart2nd,21,4,4,-570
2020,10,44,28,alaart,002_alaart3rd,8,8,7,1
2020,10,44,28,alaart,002_alaart3rd,9,26,24,3
2020,10,44,28,alaart,002_alaart3rd,10,182,163,22
2020,10,44,28,alaart,002_alaart3rd,11,241,185,78
2020,10,44,28,alaart,002_alaart3rd,12,355,293,140
2020,10,44,28,alaart,002_alaart3rd,13,329,249,220
2020,10,44,28,alaart,002_alaart3rd,14,291,226,285
2020,10,44,28,alaart,002_alaart3rd,15,331,261,355
2020,10,44,28,alaart,002_alaart3rd,16,354,309,400
2020,10,44,28,alaart,002_alaart3rd,17,380,299,481
2020,10,44,28,alaart,002_alaart3rd,18,366,288,559
2020,10,44,28,alaart,002_alaart3rd,19,225,176,608
2020,10,44,28,alaart,002_alaart3rd,20,136,110,634
2020,10,44,28,alaart,002_alaart3rd,21,6,18,622
2020,10,44,29,mbk,001_2nd,8,862,531,331
2020,10,44,29,mbk,001_2nd,9,1095,631,795
2020,10,44,29,mbk,001_2nd,10,1738,1516,1017
2020,10,44,29,mbk,001_2nd,11,2726,1757,1986
2020,10,44,29,mbk,001_2nd,12,2778,2629,2135
2020,10,44,29,mbk,001_2nd,13,2601,2959,1777
2020,10,44,29,mbk,001_2nd,14,2391,2601,1567
2020,10,44,29,mbk,001_2nd,15,2471,2643,1395
2020,10,44,29,mbk,001_2nd,16,2550,2703,1242
2020,10,44,29,mbk,001_2nd,17,2725,2845,1122
2020,10,44,29,mbk,001_2nd,18,2891,3270,743
2020,10,44,29,mbk,001_2nd,19,2016,2660,99
2020,10,44,29,mbk,001_2nd,20,971,1432,-362
2020,10,44,29,mbk,001_2nd,21,253,464,-573
2020,10,44,29,mbk,000_g,8,731,611,120
2020,10,44,29,mbk,000_g,9,919,703,336
2020,10,44,29,mbk,000_g,10,1506,1112,730
2020,10,44,29,mbk,000_g,11,1573,1342,961
2020,10,44,29,mbk,000_g,12,2254,1911,1304
2020,10,44,29,mbk,000_g,13,2008,2097,1215
2020,10,44,29,mbk,000_g,14,1835,1620,1430
2020,10,44,29,mbk,000_g,15,1600,1539,1491
2020,10,44,29,mbk,000_g,16,1618,1602,1507
2020,10,44,29,mbk,000_g,17,1596,1629,1474
2020,10,44,29,mbk,000_g,18,1708,1789,1393
2020,10,44,29,mbk,000_g,19,1292,1409,1276
2020,10,44,29,mbk,000_g,20,1057,1203,1130
2020,10,44,29,mbk,000_g,21,560,609,1081
2020,10,44,29,mbk,000_g,22,0,0,1081
2020,10,44,29,mbk,005_6th,8,380,243,137
2020,10,44,29,mbk,005_6th,9,366,256,247
2020,10,44,29,mbk,005_6th,10,612,500,359
2020,10,44,29,mbk,005_6th,11,925,753,531
2020,10,44,29,mbk,005_6th,12,1905,1725,711
2020,10,44,29,mbk,005_6th,13,1484,1611,584
2020,10,44,29,mbk,005_6th,14,1127,1249,462
2020,10,44,29,mbk,005_6th,15,1070,1142,390
2020,10,44,29,mbk,005_6th,16,1011,1096,305
2020,10,44,29,mbk,005_6th,17,1041,1078,268
2020,10,44,29,mbk,005_6th,18,1154,1229,193
2020,10,44,29,mbk,005_6th,19,767,997,-37
2020,10,44,29,mbk,005_6th,20,330,503,-210
2020,10,44,29,mbk,005_6th,21,272,301,-239
2020,10,44,29,mbk,002_3rd,8,33,36,-3
2020,10,44,29,mbk,002_3rd,9,136,133,0
2020,10,44,29,mbk,002_3rd,10,1108,947,161
2020,10,44,29,mbk,002_3rd,11,1457,2087,-469
2020,10,44,29,mbk,002_3rd,12,2446,2578,-601
2020,10,44,29,mbk,002_3rd,13,2626,2319,-294
2020,10,44,29,mbk,002_3rd,14,2088,1945,-151
2020,10,44,29,mbk,002_3rd,15,2210,2176,-117
2020,10,44,29,mbk,002_3rd,16,1908,2012,-221
2020,10,44,29,mbk,002_3rd,17,1908,2035,-348
2020,10,44,29,mbk,002_3rd,18,1977,2131,-502
2020,10,44,29,mbk,002_3rd,19,1807,1880,-575
2020,10,44,29,mbk,002_3rd,20,1033,1071,-613
2020,10,44,29,mbk,002_3rd,21,157,113,-569
2020,10,44,29,mbk,008_m,8,15,18,-3
2020,10,44,29,mbk,008_m,9,17,31,-17
2020,10,44,29,mbk,008_m,10,56,39,0
2020,10,44,29,mbk,008_m,11,37,23,14
2020,10,44,29,mbk,008_m,12,33,37,10
2020,10,44,29,mbk,008_m,13,43,42,11
2020,10,44,29,mbk,008_m,14,36,45,2
2020,10,44,29,mbk,008_m,15,36,35,3
2020,10,44,29,mbk,008_m,16,52,32,23
2020,10,44,29,mbk,008_m,17,17,56,-16
2020,10,44,29,mbk,008_m,18,13,23,-26
2020,10,44,29,mbk,008_m,19,8,11,-29
2020,10,44,29,mbk,008_m,20,25,18,-22
2020,10,44,29,mbk,008_m,21,24,21,-19
2020,10,44,29,mbk,003_4th,8,62,46,16
2020,10,44,29,mbk,003_4th,9,194,84,126
2020,10,44,29,mbk,003_4th,10,1114,616,624
2020,10,44,29,mbk,003_4th,11,1496,1104,1016
2020,10,44,29,mbk,003_4th,12,2099,1872,1243
2020,10,44,29,mbk,003_4th,13,1879,1789,1333
2020,10,44,29,mbk,003_4th,14,1732,1709,1356
2020,10,44,29,mbk,003_4th,15,1805,1735,1426
2020,10,44,29,mbk,003_4th,16,1698,1679,1445
2020,10,44,29,mbk,003_4th,17,1499,1616,1328
2020,10,44,29,mbk,003_4th,18,1435,1482,1281
2020,10,44,29,mbk,003_4th,19,1152,1413,1020
2020,10,44,29,mbk,003_4th,20,666,1224,462
2020,10,44,29,mbk,003_4th,21,121,270,313
2020,10,44,29,mbk,004_5th,8,79,44,35
2020,10,44,29,mbk,004_5th,9,133,63,105
2020,10,44,29,mbk,004_5th,10,670,534,241
2020,10,44,29,mbk,004_5th,11,1075,1081,235
2020,10,44,29,mbk,004_5th,12,1989,2269,-45
2020,10,44,29,mbk,004_5th,13,1789,1673,71
2020,10,44,29,mbk,004_5th,14,1403,1353,121
2020,10,44,29,mbk,004_5th,15,1300,1293,128
2020,10,44,29,mbk,004_5th,16,1231,1245,114
2020,10,44,29,mbk,004_5th,17,1269,1351,32
2020,10,44,29,mbk,004_5th,18,1183,1306,-91
2020,10,44,29,mbk,004_5th,19,944,1066,-213
2020,10,44,29,mbk,004_5th,20,472,624,-365
2020,10,44,29,mbk,004_5th,21,239,284,-410
2020,10,44,29,mbk,006_7th,8,112,57,55
2020,10,44,29,mbk,006_7th,9,121,58,118
2020,10,44,29,mbk,006_7th,10,281,195,204
2020,10,44,29,mbk,006_7th,11,458,275,387
2020,10,44,29,mbk,006_7th,12,1114,841,660
2020,10,44,29,mbk,006_7th,13,659,851,468
2020,10,44,29,mbk,006_7th,14,544,549,463
2020,10,44,29,mbk,006_7th,15,542,548,457
2020,10,44,29,mbk,006_7th,16,460,452,465
2020,10,44,29,mbk,006_7th,17,488,475,478
2020,10,44,29,mbk,006_7th,18,533,460,551
2020,10,44,29,mbk,006_7th,19,317,409,459
2020,10,44,29,mbk,006_7th,20,96,299,256
2020,10,44,29,mbk,006_7th,21,39,123,172
2020,10,44,29,mbk,007_8th,8,167,61,106
2020,10,44,29,mbk,007_8th,9,105,57,154
2020,10,44,29,mbk,007_8th,10,78,94,138
2020,10,44,29,mbk,007_8th,11,77,84,131
2020,10,44,29,mbk,007_8th,12,165,394,-98
2020,10,44,29,mbk,007_8th,13,268,128,42
2020,10,44,29,mbk,007_8th,14,109,141,10
2020,10,44,29,mbk,007_8th,15,123,146,-13
2020,10,44,29,mbk,007_8th,16,88,130,-55
2020,10,44,29,mbk,007_8th,17,62,178,-171
2020,10,44,29,mbk,007_8th,18,66,196,-301
2020,10,44,29,mbk,007_8th,19,37,69,-333
2020,10,44,29,mbk,007_8th,20,16,35,-352
2020,10,44,29,mbk,007_8th,21,26,30,-356
2020,10,44,29,tokyu,000_tokyu,8,47,42,5
2020,10,44,29,tokyu,000_tokyu,9,57,67,-5
2020,10,44,29,tokyu,000_tokyu,10,413,384,24
2020,10,44,29,tokyu,000_tokyu,11,885,837,72
2020,10,44,29,tokyu,000_tokyu,12,1612,1529,155
2020,10,44,29,tokyu,000_tokyu,13,1275,1305,125
2020,10,44,29,tokyu,000_tokyu,14,1033,1016,142
2020,10,44,29,tokyu,000_tokyu,15,1012,1011,143
2020,10,44,29,tokyu,000_tokyu,16,1011,1024,130
2020,10,44,29,tokyu,000_tokyu,17,1245,1256,119
2020,10,44,29,tokyu,000_tokyu,18,1634,1644,109
2020,10,44,29,tokyu,000_tokyu,19,970,1023,56
2020,10,44,29,tokyu,000_tokyu,20,20,56,20
2020,10,44,29,tokyu,000_tokyu,21,4,1,23
2020,10,44,29,tower,000_tower,8,293,194,99
2020,10,44,29,tower,000_tower,9,295,197,197
2020,10,44,29,tower,000_tower,10,189,143,243
2020,10,44,29,tower,000_tower,11,109,126,226
2020,10,44,29,tower,000_tower,12,328,345,209
2020,10,44,29,tower,000_tower,13,402,290,321
2020,10,44,29,tower,000_tower,14,173,153,341
2020,10,44,29,tower,000_tower,15,124,131,334
2020,10,44,29,tower,000_tower,16,81,119,296
2020,10,44,29,tower,000_tower,17,113,171,238
2020,10,44,29,tower,000_tower,18,133,231,140
2020,10,44,29,tower,000_tower,19,55,97,98
2020,10,44,29,tower,000_tower,20,23,50,71
2020,10,44,29,tower,000_tower,21,2,14,59
2020,10,44,29,tower,000_tower,22,0,0,59
2020,10,44,29,alaart,002_alaart3rd,8,5,4,1
2020,10,44,29,alaart,002_alaart3rd,9,34,30,5
2020,10,44,29,alaart,002_alaart3rd,10,140,112,33
2020,10,44,29,alaart,002_alaart3rd,11,214,172,75
2020,10,44,29,alaart,002_alaart3rd,12,287,214,148
2020,10,44,29,alaart,002_alaart3rd,13,317,252,213
2020,10,44,29,alaart,002_alaart3rd,14,260,224,249
2020,10,44,29,alaart,002_alaart3rd,15,300,255,294
2020,10,44,29,alaart,002_alaart3rd,16,355,304,345
2020,10,44,29,alaart,002_alaart3rd,17,299,246,398
2020,10,44,29,alaart,002_alaart3rd,18,290,232,456
2020,10,44,29,alaart,002_alaart3rd,19,201,158,499
2020,10,44,29,alaart,002_alaart3rd,20,163,143,519
2020,10,44,29,alaart,002_alaart3rd,21,6,13,512
2020,10,44,29,alaart,001_alaart2nd,8,3,1,2
2020,10,44,29,alaart,001_alaart2nd,9,38,33,7
2020,10,44,29,alaart,001_alaart2nd,10,105,123,-11
2020,10,44,29,alaart,001_alaart2nd,11,158,192,-45
2020,10,44,29,alaart,001_alaart2nd,12,213,277,-109
2020,10,44,29,alaart,001_alaart2nd,13,244,299,-164
2020,10,44,29,alaart,001_alaart2nd,14,216,257,-205
2020,10,44,29,alaart,001_alaart2nd,15,241,302,-266
2020,10,44,29,alaart,001_alaart2nd,16,302,347,-311
2020,10,44,29,alaart,001_alaart2nd,17,230,285,-366
2020,10,44,29,alaart,001_alaart2nd,18,236,289,-419
2020,10,44,29,alaart,001_alaart2nd,19,137,191,-473
2020,10,44,29,alaart,001_alaart2nd,20,127,159,-505
2020,10,44,29,alaart,001_alaart2nd,21,5,7,-507
2020,10,44,30,mbk,004_5th,8,76,48,28
2020,10,44,30,mbk,004_5th,9,159,79,108
2020,10,44,30,mbk,004_5th,10,734,611,231
2020,10,44,30,mbk,004_5th,11,1217,1115,333
2020,10,44,30,mbk,004_5th,12,2206,2439,100
2020,10,44,30,mbk,004_5th,13,2270,2173,197
2020,10,44,30,mbk,004_5th,14,1749,1748,198
2020,10,44,30,mbk,004_5th,15,1571,1640,129
2020,10,44,30,mbk,004_5th,16,1559,1571,117
2020,10,44,30,mbk,004_5th,17,1662,1685,94
2020,10,44,30,mbk,004_5th,18,1876,2031,-61
2020,10,44,30,mbk,004_5th,19,1421,1564,-204
2020,10,44,30,mbk,004_5th,20,652,866,-418
2020,10,44,30,mbk,004_5th,21,192,289,-515
2020,10,44,30,mbk,004_5th,22,0,0,-515
2020,10,44,30,mbk,002_3rd,8,31,46,-15
2020,10,44,30,mbk,002_3rd,9,161,158,-12
2020,10,44,30,mbk,002_3rd,10,1234,1118,104
2020,10,44,30,mbk,002_3rd,11,1840,2393,-449
2020,10,44,30,mbk,002_3rd,12,2705,2527,-271
2020,10,44,30,mbk,002_3rd,13,2945,2980,-306
2020,10,44,30,mbk,002_3rd,14,2448,2450,-308
2020,10,44,30,mbk,002_3rd,15,2394,2504,-418
2020,10,44,30,mbk,002_3rd,16,2667,2496,-247
2020,10,44,30,mbk,002_3rd,17,2714,2863,-396
2020,10,44,30,mbk,002_3rd,18,2950,2825,-271
2020,10,44,30,mbk,002_3rd,19,2326,2397,-342
2020,10,44,30,mbk,002_3rd,20,1308,2503,-1537
2020,10,44,30,mbk,002_3rd,21,153,160,-1544
2020,10,44,30,mbk,001_2nd,8,888,581,307
2020,10,44,30,mbk,001_2nd,9,1113,650,770
2020,10,44,30,mbk,001_2nd,10,1931,1698,1003
2020,10,44,30,mbk,001_2nd,11,2977,2124,1856
2020,10,44,30,mbk,001_2nd,12,2975,2977,1854
2020,10,44,30,mbk,001_2nd,13,3339,3232,1961
2020,10,44,30,mbk,001_2nd,14,2872,2887,1946
2020,10,44,30,mbk,001_2nd,15,2752,2746,1952
2020,10,44,30,mbk,001_2nd,16,2909,3145,1716
2020,10,44,30,mbk,001_2nd,17,3454,3353,1817
2020,10,44,30,mbk,001_2nd,18,3402,3777,1442
2020,10,44,30,mbk,001_2nd,19,2396,3324,514
2020,10,44,30,mbk,001_2nd,20,2265,1922,857
2020,10,44,30,mbk,001_2nd,21,388,645,600
2020,10,44,30,mbk,003_4th,8,53,36,17
2020,10,44,30,mbk,003_4th,9,226,109,134
2020,10,44,30,mbk,003_4th,10,1265,698,701
2020,10,44,30,mbk,003_4th,11,1698,1313,1086
2020,10,44,30,mbk,003_4th,12,2362,2049,1399
2020,10,44,30,mbk,003_4th,13,2216,2216,1399
2020,10,44,30,mbk,003_4th,14,2057,2059,1397
2020,10,44,30,mbk,003_4th,15,2111,2038,1470
2020,10,44,30,mbk,003_4th,16,2013,1960,1523
2020,10,44,30,mbk,003_4th,17,2106,2055,1574
2020,10,44,30,mbk,003_4th,18,2174,2211,1537
2020,10,44,30,mbk,003_4th,19,1557,1769,1325
2020,10,44,30,mbk,003_4th,20,1024,1429,920
2020,10,44,30,mbk,003_4th,21,264,382,802
2020,10,44,30,mbk,005_6th,8,365,234,131
2020,10,44,30,mbk,005_6th,9,362,259,234
2020,10,44,30,mbk,005_6th,10,697,547,384
2020,10,44,30,mbk,005_6th,11,946,867,463
2020,10,44,30,mbk,005_6th,12,2019,1895,587
2020,10,44,30,mbk,005_6th,13,1878,1977,488
2020,10,44,30,mbk,005_6th,14,1463,1572,379
2020,10,44,30,mbk,005_6th,15,1323,1338,364
2020,10,44,30,mbk,005_6th,16,1301,1347,318
2020,10,44,30,mbk,005_6th,17,1462,1519,261
2020,10,44,30,mbk,005_6th,18,1697,1812,146
2020,10,44,30,mbk,005_6th,19,1372,1555,-37
2020,10,44,30,mbk,005_6th,20,700,916,-253
2020,10,44,30,mbk,005_6th,21,300,382,-335
2020,10,44,30,mbk,006_7th,8,121,65,56
2020,10,44,30,mbk,006_7th,9,148,91,113
2020,10,44,30,mbk,006_7th,10,338,220,231
2020,10,44,30,mbk,006_7th,11,521,322,430
2020,10,44,30,mbk,006_7th,12,1202,820,812
2020,10,44,30,mbk,006_7th,13,902,1022,692
2020,10,44,30,mbk,006_7th,14,840,766,766
2020,10,44,30,mbk,006_7th,15,688,699,755
2020,10,44,30,mbk,006_7th,16,697,627,825
2020,10,44,30,mbk,006_7th,17,741,700,866
2020,10,44,30,mbk,006_7th,18,830,664,1032
2020,10,44,30,mbk,006_7th,19,554,656,930
2020,10,44,30,mbk,006_7th,20,167,538,559
2020,10,44,30,mbk,006_7th,21,92,227,424
2020,10,44,30,mbk,008_m,8,12,24,-12
2020,10,44,30,mbk,008_m,9,25,24,-11
2020,10,44,30,mbk,008_m,10,34,23,0
2020,10,44,30,mbk,008_m,11,27,31,-4
2020,10,44,30,mbk,008_m,12,13,28,-19
2020,10,44,30,mbk,008_m,13,35,25,-9
2020,10,44,30,mbk,008_m,14,18,20,-11
2020,10,44,30,mbk,008_m,15,20,26,-17
2020,10,44,30,mbk,008_m,16,23,20,-14
2020,10,44,30,mbk,008_m,17,19,37,-32
2020,10,44,30,mbk,008_m,18,20,19,-31
2020,10,44,30,mbk,008_m,19,13,20,-38
2020,10,44,30,mbk,008_m,20,18,20,-40
2020,10,44,30,mbk,008_m,21,47,40,-33
2020,10,44,30,mbk,000_g,8,819,638,181
2020,10,44,30,mbk,000_g,9,1076,800,457
2020,10,44,30,mbk,000_g,10,1813,1374,896
2020,10,44,30,mbk,000_g,11,1806,1569,1133
2020,10,44,30,mbk,000_g,12,2585,2245,1473
2020,10,44,30,mbk,000_g,13,2126,2219,1380
2020,10,44,30,mbk,000_g,14,2127,1994,1513
2020,10,44,30,mbk,000_g,15,1943,1880,1576
2020,10,44,30,mbk,000_g,16,2095,2004,1667
2020,10,44,30,mbk,000_g,17,2028,2060,1635
2020,10,44,30,mbk,000_g,18,2001,2210,1426
2020,10,44,30,mbk,000_g,19,1628,1819,1235
2020,10,44,30,mbk,000_g,20,1243,1484,994
2020,10,44,30,mbk,000_g,21,709,811,892
2020,10,44,30,mbk,000_g,22,0,0,892
2020,10,44,30,mbk,007_8th,8,152,65,87
2020,10,44,30,mbk,007_8th,9,107,59,135
2020,10,44,30,mbk,007_8th,10,71,104,102
2020,10,44,30,mbk,007_8th,11,100,134,68
2020,10,44,30,mbk,007_8th,12,147,365,-150
2020,10,44,30,mbk,007_8th,13,248,147,-49
2020,10,44,30,mbk,007_8th,14,129,172,-92
2020,10,44,30,mbk,007_8th,15,144,176,-124
2020,10,44,30,mbk,007_8th,16,144,192,-172
2020,10,44,30,mbk,007_8th,17,96,180,-256
2020,10,44,30,mbk,007_8th,18,92,225,-389
2020,10,44,30,mbk,007_8th,19,55,118,-452
2020,10,44,30,mbk,007_8th,20,44,75,-483
2020,10,44,30,mbk,007_8th,21,31,54,-506
2020,10,44,30,mbk,007_8th,22,0,0,-506
2020,10,44,30,tower,000_tower,8,255,197,58
2020,10,44,30,tower,000_tower,9,277,205,130
2020,10,44,30,tower,000_tower,10,214,207,137
2020,10,44,30,tower,000_tower,11,92,90,139
2020,10,44,30,tower,000_tower,12,287,329,97
2020,10,44,30,tower,000_tower,13,362,251,208
2020,10,44,30,tower,000_tower,14,235,229,214
2020,10,44,30,tower,000_tower,15,111,113,212
2020,10,44,30,tower,000_tower,16,102,95,219
2020,10,44,30,tower,000_tower,17,139,186,172
2020,10,44,30,tower,000_tower,18,147,190,129
2020,10,44,30,tower,000_tower,19,40,66,103
2020,10,44,30,tower,000_tower,20,58,74,87
2020,10,44,30,tower,000_tower,21,7,40,54
2020,10,44,30,tower,000_tower,22,0,0,54
2020,10,44,30,tokyu,000_tokyu,8,53,42,11
2020,10,44,30,tokyu,000_tokyu,9,52,60,3
2020,10,44,30,tokyu,000_tokyu,10,419,322,100
2020,10,44,30,tokyu,000_tokyu,11,1013,925,188
2020,10,44,30,tokyu,000_tokyu,12,1655,1590,253
2020,10,44,30,tokyu,000_tokyu,13,1415,1444,224
2020,10,44,30,tokyu,000_tokyu,14,1119,1147,196
2020,10,44,30,tokyu,000_tokyu,15,1143,1112,227
2020,10,44,30,tokyu,000_tokyu,16,1228,1211,244
2020,10,44,30,tokyu,000_tokyu,17,1477,1452,269
2020,10,44,30,tokyu,000_tokyu,18,1801,1717,353
2020,10,44,30,tokyu,000_tokyu,19,1225,1335,243
2020,10,44,30,tokyu,000_tokyu,20,16,64,195
2020,10,44,30,tokyu,000_tokyu,21,4,7,192
2020,10,44,30,alaart,002_alaart3rd,8,4,2,2
2020,10,44,30,alaart,002_alaart3rd,9,35,27,10
2020,10,44,30,alaart,002_alaart3rd,10,164,149,25
2020,10,44,30,alaart,002_alaart3rd,11,204,152,77
2020,10,44,30,alaart,002_alaart3rd,12,461,338,200
