year,month,week,day,building,floor,zone,hour,entrance,exit,accumulate
2020,10,44,26,mbk,000_g,gc,10,640,552,282
2020,10,44,26,mbk,000_g,gc,11,803,820,265
2020,10,44,26,mbk,000_g,gc,12,1060,1035,290
2020,10,44,26,mbk,000_g,gc,13,954,989,255
2020,10,44,26,mbk,000_g,gc,14,832,814,273
2020,10,44,26,mbk,000_g,gc,15,863,887,249
2020,10,44,26,mbk,000_g,gc,16,799,810,238
2020,10,44,26,mbk,000_g,gc,17,790,818,210
2020,10,44,26,mbk,000_g,gc,18,752,781,181
2020,10,44,26,mbk,000_g,gc,19,570,681,70
2020,10,44,26,mbk,000_g,gc,20,411,486,-5
2020,10,44,26,mbk,000_g,gc,21,230,294,-69
2020,10,44,26,mbk,000_g,gb,8,206,245,-39
2020,10,44,26,mbk,000_g,gb,9,328,357,-68
2020,10,44,26,mbk,000_g,gb,10,812,704,40
2020,10,44,26,mbk,000_g,gb,11,958,922,76
2020,10,44,26,mbk,000_g,gb,12,1417,1310,183
2020,10,44,26,mbk,000_g,gb,13,1214,1292,105
2020,10,44,26,mbk,000_g,gb,14,1136,1139,102
2020,10,44,26,mbk,000_g,gb,15,1107,1122,87
2020,10,44,26,mbk,000_g,gb,16,1067,1084,70
2020,10,44,26,mbk,000_g,gb,17,973,1096,-53
2020,10,44,26,mbk,000_g,gb,18,985,1096,-164
2020,10,44,26,mbk,000_g,gb,19,837,843,-170
2020,10,44,26,mbk,000_g,gb,20,537,558,-191
2020,10,44,26,mbk,000_g,gb,21,192,161,-160
2020,10,44,26,mbk,000_g,gd,9,425,336,152
2020,10,44,26,mbk,000_g,gd,10,452,381,223
2020,10,44,26,mbk,000_g,gd,11,587,498,312
2020,10,44,26,mbk,000_g,gd,12,783,673,422
2020,10,44,26,mbk,000_g,gd,13,578,533,467
2020,10,44,26,mbk,000_g,gd,14,578,508,537
2020,10,44,26,mbk,000_g,gd,15,577,517,597
2020,10,44,26,mbk,000_g,gd,16,551,492,656
2020,10,44,26,mbk,000_g,gd,17,637,598,695
2020,10,44,26,mbk,000_g,gd,18,624,561,758
2020,10,44,26,mbk,000_g,gd,19,481,432,807
2020,10,44,26,mbk,000_g,gd,20,403,408,802
2020,10,44,26,mbk,000_g,gd,21,145,171,776
2020,10,44,26,mbk,000_g,gd,8,339,276,63
2020,10,44,26,mbk,000_g,ga,8,249,227,22
2020,10,44,26,mbk,000_g,ga,9,346,279,89
2020,10,44,26,mbk,000_g,ga,10,409,368,130
2020,10,44,26,mbk,000_g,ga,11,369,372,127
2020,10,44,26,mbk,000_g,ga,12,730,728,129
2020,10,44,26,mbk,000_g,ga,13,722,712,139
2020,10,44,26,mbk,000_g,ga,14,550,512,177
2020,10,44,26,mbk,000_g,ga,15,491,473,195
2020,10,44,26,mbk,000_g,ga,16,446,442,199
2020,10,44,26,mbk,000_g,ga,17,492,524,167
2020,10,44,26,mbk,000_g,ga,18,468,529,106
2020,10,44,26,mbk,000_g,ga,19,317,337,86
2020,10,44,26,mbk,000_g,ga,20,132,202,16
2020,10,44,26,mbk,000_g,ga,21,34,47,3
2020,10,44,26,mbk,000_g,ga,22,0,0,3
2020,10,44,26,mbk,003_4th,4c,8,26,32,-6
2020,10,44,26,mbk,003_4th,4c,9,121,114,1
2020,10,44,26,mbk,003_4th,4c,10,815,601,215
2020,10,44,26,mbk,003_4th,4c,11,1298,1181,332
2020,10,44,26,mbk,003_4th,4c,12,1687,1610,409
2020,10,44,26,mbk,003_4th,4c,13,1460,1425,444
2020,10,44,26,mbk,003_4th,4c,14,1381,1355,470
2020,10,44,26,mbk,003_4th,4c,15,1438,1369,539
2020,10,44,26,mbk,003_4th,4c,16,1373,1291,621
2020,10,44,26,mbk,003_4th,4c,17,1307,1227,701
2020,10,44,26,mbk,003_4th,4c,18,1300,1242,759
2020,10,44,26,mbk,003_4th,4c,19,859,908,710
2020,10,44,26,mbk,003_4th,4c,20,505,788,427
2020,10,44,26,mbk,003_4th,4c,21,109,114,422
2020,10,44,26,mbk,003_4th,4d,8,23,10,13
2020,10,44,26,mbk,003_4th,4d,9,75,33,55
2020,10,44,26,mbk,003_4th,4d,10,411,335,131
2020,10,44,26,mbk,003_4th,4d,11,621,649,103
2020,10,44,26,mbk,003_4th,4d,12,919,889,133
2020,10,44,26,mbk,003_4th,4d,13,723,750,106
2020,10,44,26,mbk,003_4th,4d,14,670,705,71
2020,10,44,26,mbk,003_4th,4d,15,661,666,66
2020,10,44,26,mbk,003_4th,4d,16,655,759,-38
2020,10,44,26,mbk,003_4th,4d,17,636,686,-88
2020,10,44,26,mbk,003_4th,4d,18,581,671,-178
2020,10,44,26,mbk,003_4th,4d,19,430,502,-250
2020,10,44,26,mbk,003_4th,4d,20,265,358,-343
2020,10,44,26,mbk,003_4th,4d,21,55,92,-380
2020,10,44,26,mbk,003_4th,4d,22,0,0,-380
2020,10,44,26,mbk,003_4th,4a,8,8,4,4
2020,10,44,26,mbk,003_4th,4a,9,35,25,14
2020,10,44,26,mbk,003_4th,4a,10,435,275,174
2020,10,44,26,mbk,003_4th,4a,11,709,589,294
2020,10,44,26,mbk,003_4th,4a,12,968,887,375
2020,10,44,26,mbk,003_4th,4a,13,937,893,419
2020,10,44,26,mbk,003_4th,4a,14,769,755,433
2020,10,44,26,mbk,003_4th,4a,15,729,731,431
2020,10,44,26,mbk,003_4th,4a,16,746,738,439
2020,10,44,26,mbk,003_4th,4a,17,758,745,452
2020,10,44,26,mbk,003_4th,4a,18,711,726,437
2020,10,44,26,mbk,003_4th,4a,19,523,631,329
2020,10,44,26,mbk,003_4th,4a,20,239,399,169
2020,10,44,26,mbk,003_4th,4a,21,13,35,147
2020,10,44,26,mbk,003_4th,4b,8,42,36,6
2020,10,44,26,mbk,003_4th,4b,9,176,111,71
2020,10,44,26,mbk,003_4th,4b,10,740,627,184
2020,10,44,26,mbk,003_4th,4b,11,1260,1059,385
2020,10,44,26,mbk,003_4th,4b,12,1785,1766,404
2020,10,44,26,mbk,003_4th,4b,13,1631,1699,336
2020,10,44,26,mbk,003_4th,4b,14,1585,1578,343
2020,10,44,26,mbk,003_4th,4b,15,1663,1599,407
2020,10,44,26,mbk,003_4th,4b,16,1469,1521,355
2020,10,44,26,mbk,003_4th,4b,17,1472,1513,314
2020,10,44,26,mbk,003_4th,4b,18,1405,1441,278
2020,10,44,26,mbk,003_4th,4b,19,1146,1188,236
2020,10,44,26,mbk,003_4th,4b,20,708,752,192
2020,10,44,26,mbk,003_4th,4b,21,111,131,172
2020,10,44,26,mbk,005_6th,6d,8,26,16,10
2020,10,44,26,mbk,005_6th,6d,9,38,23,25
2020,10,44,26,mbk,005_6th,6d,10,117,106,36
2020,10,44,26,mbk,005_6th,6d,11,158,169,25
2020,10,44,26,mbk,005_6th,6d,12,265,269,21
2020,10,44,26,mbk,005_6th,6d,13,168,164,25
2020,10,44,26,mbk,005_6th,6d,14,198,200,23
2020,10,44,26,mbk,005_6th,6d,15,166,174,15
2020,10,44,26,mbk,005_6th,6d,16,159,166,8
2020,10,44,26,mbk,005_6th,6d,17,152,181,-21
2020,10,44,26,mbk,005_6th,6d,18,164,199,-56
2020,10,44,26,mbk,005_6th,6d,19,113,118,-61
2020,10,44,26,mbk,005_6th,6d,20,33,34,-62
2020,10,44,26,mbk,005_6th,6d,21,5,11,-68
2020,10,44,26,mbk,005_6th,6c,8,213,173,40
2020,10,44,26,mbk,005_6th,6c,9,216,160,96
2020,10,44,26,mbk,005_6th,6c,10,340,269,167
2020,10,44,26,mbk,005_6th,6c,11,455,426,196
2020,10,44,26,mbk,005_6th,6c,12,570,599,167
2020,10,44,26,mbk,005_6th,6c,13,514,509,172
2020,10,44,26,mbk,005_6th,6c,14,545,575,142
2020,10,44,26,mbk,005_6th,6c,15,532,552,122
2020,10,44,26,mbk,005_6th,6c,16,476,471,127
2020,10,44,26,mbk,005_6th,6c,17,457,487,97
2020,10,44,26,mbk,005_6th,6c,18,560,655,2
2020,10,44,26,mbk,005_6th,6c,19,345,416,-69
2020,10,44,26,mbk,005_6th,6c,20,131,197,-135
2020,10,44,26,mbk,005_6th,6c,21,169,176,-142
2020,10,44,26,mbk,005_6th,6b,8,154,96,58
2020,10,44,26,mbk,005_6th,6b,9,122,135,45
2020,10,44,26,mbk,005_6th,6b,10,364,376,33
2020,10,44,26,mbk,005_6th,6b,11,551,577,7
2020,10,44,26,mbk,005_6th,6b,12,973,1002,-22
2020,10,44,26,mbk,005_6th,6b,13,814,809,-17
2020,10,44,26,mbk,005_6th,6b,14,796,834,-55
2020,10,44,26,mbk,005_6th,6b,15,718,766,-103
2020,10,44,26,mbk,005_6th,6b,16,704,714,-113
2020,10,44,26,mbk,005_6th,6b,17,691,692,-114
2020,10,44,26,mbk,005_6th,6b,18,748,744,-110
2020,10,44,26,mbk,005_6th,6b,19,531,584,-163
2020,10,44,26,mbk,005_6th,6b,20,229,229,-163
2020,10,44,26,mbk,005_6th,6b,21,90,100,-173
2020,10,44,26,mbk,005_6th,6a,8,46,12,34
2020,10,44,26,mbk,005_6th,6a,9,77,34,77
2020,10,44,26,mbk,005_6th,6a,10,275,197,155
2020,10,44,26,mbk,005_6th,6a,11,533,366,322
2020,10,44,26,mbk,005_6th,6a,12,1243,1138,427
2020,10,44,26,mbk,005_6th,6a,13,763,963,227
2020,10,44,26,mbk,005_6th,6a,14,527,525,229
2020,10,44,26,mbk,005_6th,6a,15,441,459,211
2020,10,44,26,mbk,005_6th,6a,16,399,415,195
2020,10,44,26,mbk,005_6th,6a,17,446,440,201
2020,10,44,26,mbk,005_6th,6a,18,468,478,191
2020,10,44,26,mbk,005_6th,6a,19,266,396,61
2020,10,44,26,mbk,005_6th,6a,20,76,152,-15
2020,10,44,26,mbk,005_6th,6a,21,35,55,-35
2020,10,44,26,mbk,001_2nd,2c,8,277,267,10
2020,10,44,26,mbk,001_2nd,2c,9,335,309,36
2020,10,44,26,mbk,001_2nd,2c,10,835,819,52
2020,10,44,26,mbk,001_2nd,2c,11,996,990,58
2020,10,44,26,mbk,001_2nd,2c,12,1405,1410,53
2020,10,44,26,mbk,001_2nd,2c,13,1235,1265,23
2020,10,44,26,mbk,001_2nd,2c,14,1095,1056,62
2020,10,44,26,mbk,001_2nd,2c,15,1234,1288,8
2020,10,44,26,mbk,001_2nd,2c,16,1140,1201,-53
2020,10,44,26,mbk,001_2nd,2c,17,1100,1180,-133
2020,10,44,26,mbk,001_2nd,2c,18,1038,1059,-154
2020,10,44,26,mbk,001_2nd,2c,19,684,705,-175
2020,10,44,26,mbk,001_2nd,2c,20,475,472,-172
2020,10,44,26,mbk,001_2nd,2c,21,158,142,-156
2020,10,44,26,mbk,001_2nd,2c,22,0,0,-156
2020,10,44,26,mbk,001_2nd,2a,8,526,387,139
2020,10,44,26,mbk,001_2nd,2a,9,594,414,319
2020,10,44,26,mbk,001_2nd,2a,10,536,554,301
2020,10,44,26,mbk,001_2nd,2a,11,595,594,302
2020,10,44,26,mbk,001_2nd,2a,12,761,838,225
2020,10,44,26,mbk,001_2nd,2a,13,865,794,296
2020,10,44,26,mbk,001_2nd,2a,14,637,650,283
2020,10,44,26,mbk,001_2nd,2a,15,784,786,281
2020,10,44,26,mbk,001_2nd,2a,16,688,730,239
2020,10,44,26,mbk,001_2nd,2a,17,868,1004,103
2020,10,44,26,mbk,001_2nd,2a,18,901,1091,-87
2020,10,44,26,mbk,001_2nd,2a,19,641,721,-167
2020,10,44,26,mbk,001_2nd,2a,20,456,505,-216
2020,10,44,26,mbk,001_2nd,2a,21,124,131,-223
2020,10,44,26,mbk,001_2nd,2b,8,488,339,149
2020,10,44,26,mbk,001_2nd,2b,9,581,324,406
2020,10,44,26,mbk,001_2nd,2b,10,1133,878,661
2020,10,44,26,mbk,001_2nd,2b,11,1593,1183,1071
2020,10,44,26,mbk,001_2nd,2b,12,1785,1615,1241
2020,10,44,26,mbk,001_2nd,2b,13,1846,1663,1424
2020,10,44,26,mbk,001_2nd,2b,14,1384,1492,1316
2020,10,44,26,mbk,001_2nd,2b,15,1843,1669,1490
2020,10,44,26,mbk,001_2nd,2b,16,1369,1421,1438
2020,10,44,26,mbk,001_2nd,2b,17,1537,1373,1602
2020,10,44,26,mbk,001_2nd,2b,18,1546,1432,1716
2020,10,44,26,mbk,001_2nd,2b,19,774,993,1497
2020,10,44,26,mbk,001_2nd,2b,20,829,761,1565
2020,10,44,26,mbk,001_2nd,2b,21,101,232,1434
2020,10,44,26,mbk,001_2nd,2d,8,16,11,5
2020,10,44,26,mbk,001_2nd,2d,9,36,40,1
2020,10,44,26,mbk,001_2nd,2d,10,252,230,23
2020,10,44,26,mbk,001_2nd,2d,11,302,292,33
2020,10,44,26,mbk,001_2nd,2d,12,360,348,45
2020,10,44,26,mbk,001_2nd,2d,13,332,330,47
2020,10,44,26,mbk,001_2nd,2d,14,367,385,29
2020,10,44,26,mbk,001_2nd,2d,15,404,394,39
2020,10,44,26,mbk,001_2nd,2d,16,438,427,50
2020,10,44,26,mbk,001_2nd,2d,17,406,409,47
2020,10,44,26,mbk,001_2nd,2d,18,352,352,47
2020,10,44,26,mbk,001_2nd,2d,19,283,292,38
2020,10,44,26,mbk,001_2nd,2d,20,197,205,30
2020,10,44,26,mbk,001_2nd,2d,21,11,13,28
2020,10,44,26,mbk,002_3rd,3c,8,22,25,-3
2020,10,44,26,mbk,002_3rd,3c,9,60,58,-1
2020,10,44,26,mbk,002_3rd,3c,10,391,374,16
2020,10,44,26,mbk,002_3rd,3c,11,532,542,6
2020,10,44,26,mbk,002_3rd,3c,12,745,766,-15
2020,10,44,26,mbk,002_3rd,3c,13,735,732,-12
2020,10,44,26,mbk,002_3rd,3c,14,707,675,20
2020,10,44,26,mbk,002_3rd,3c,15,814,811,23
2020,10,44,26,mbk,002_3rd,3c,16,769,778,14
2020,10,44,26,mbk,002_3rd,3c,17,599,644,-31
2020,10,44,26,mbk,002_3rd,3c,18,596,592,-27
2020,10,44,26,mbk,002_3rd,3c,19,479,541,-89
2020,10,44,26,mbk,002_3rd,3c,20,278,297,-108
2020,10,44,26,mbk,002_3rd,3c,21,51,63,-120
2020,10,44,26,mbk,002_3rd,3b,8,35,41,-6
2020,10,44,26,mbk,002_3rd,3b,9,117,171,-60
2020,10,44,26,mbk,002_3rd,3b,10,761,817,-116
2020,10,44,26,mbk,002_3rd,3b,11,953,1294,-457
2020,10,44,26,mbk,002_3rd,3b,12,1428,1545,-574
2020,10,44,26,mbk,002_3rd,3b,13,1489,1528,-613
2020,10,44,26,mbk,002_3rd,3b,14,1280,1196,-529
2020,10,44,26,mbk,002_3rd,3b,15,1517,1651,-663
2020,10,44,26,mbk,002_3rd,3b,16,1309,1284,-638
2020,10,44,26,mbk,002_3rd,3b,17,1119,1127,-646
2020,10,44,26,mbk,002_3rd,3b,18,1007,1108,-747
2020,10,44,26,mbk,002_3rd,3b,19,813,828,-762
2020,10,44,26,mbk,002_3rd,3b,20,506,808,-1064
2020,10,44,26,mbk,002_3rd,3b,21,144,80,-1000
2020,10,44,26,mbk,002_3rd,3d,8,8,12,-4
2020,10,44,26,mbk,002_3rd,3d,9,58,35,19
2020,10,44,26,mbk,002_3rd,3d,10,413,338,94
2020,10,44,26,mbk,002_3rd,3d,11,622,570,146
2020,10,44,26,mbk,002_3rd,3d,12,994,967,173
2020,10,44,26,mbk,002_3rd,3d,13,847,862,158
2020,10,44,26,mbk,002_3rd,3d,14,768,763,163
2020,10,44,26,mbk,002_3rd,3d,15,852,878,137
2020,10,44,26,mbk,002_3rd,3d,16,947,924,160
2020,10,44,26,mbk,002_3rd,3d,17,748,746,162
2020,10,44,26,mbk,002_3rd,3d,18,688,746,104
2020,10,44,26,mbk,002_3rd,3d,19,525,600,29
2020,10,44,26,mbk,002_3rd,3d,20,319,347,1
2020,10,44,26,mbk,002_3rd,3d,21,28,29,0
2020,10,44,26,mbk,002_3rd,3d,22,0,0,0
2020,10,44,26,mbk,002_3rd,3a,8,9,8,1
2020,10,44,26,mbk,002_3rd,3a,9,37,21,17
2020,10,44,26,mbk,002_3rd,3a,10,408,370,55
2020,10,44,26,mbk,002_3rd,3a,11,639,581,113
2020,10,44,26,mbk,002_3rd,3a,12,925,916,122
2020,10,44,26,mbk,002_3rd,3a,13,805,889,38
2020,10,44,26,mbk,002_3rd,3a,14,667,690,15
2020,10,44,26,mbk,002_3rd,3a,15,730,735,10
2020,10,44,26,mbk,002_3rd,3a,16,821,849,-18
2020,10,44,26,mbk,002_3rd,3a,17,762,794,-50
2020,10,44,26,mbk,002_3rd,3a,18,677,770,-143
2020,10,44,26,mbk,002_3rd,3a,19,614,668,-197
2020,10,44,26,mbk,002_3rd,3a,20,412,433,-218
2020,10,44,26,mbk,002_3rd,3a,21,64,86,-240
2020,10,44,26,mbk,006_7th,7z,8,101,48,53
2020,10,44,26,mbk,006_7th,7z,9,142,84,111
2020,10,44,26,mbk,006_7th,7z,10,306,206,211
2020,10,44,26,mbk,006_7th,7z,11,474,278,407
2020,10,44,26,mbk,006_7th,7z,12,1115,830,692
2020,10,44,26,mbk,006_7th,7z,13,721,833,580
2020,10,44,26,mbk,006_7th,7z,14,619,613,586
2020,10,44,26,mbk,006_7th,7z,15,564,532,618
2020,10,44,26,mbk,006_7th,7z,16,466,472,612
2020,10,44,26,mbk,006_7th,7z,17,523,493,642
2020,10,44,26,mbk,006_7th,7z,18,488,459,671
2020,10,44,26,mbk,006_7th,7z,19,291,398,564
2020,10,44,26,mbk,006_7th,7z,20,78,230,412
2020,10,44,26,mbk,006_7th,7z,21,42,154,300
2020,10,44,26,mbk,008_m,mz,19,16,17,-24
2020,10,44,26,mbk,008_m,mz,20,17,14,-21
2020,10,44,26,mbk,008_m,mz,21,12,17,-26
2020,10,44,26,mbk,008_m,mz,8,13,23,-10
2020,10,44,26,mbk,008_m,mz,9,25,22,-7
2020,10,44,26,mbk,008_m,mz,10,34,28,-1
2020,10,44,26,mbk,008_m,mz,11,27,26,0
2020,10,44,26,mbk,008_m,mz,12,33,32,1
2020,10,44,26,mbk,008_m,mz,13,26,31,-4
2020,10,44,26,mbk,008_m,mz,14,31,30,-3
2020,10,44,26,mbk,008_m,mz,15,29,29,-3
2020,10,44,26,mbk,008_m,mz,16,26,16,7
2020,10,44,26,mbk,008_m,mz,17,13,41,-21
2020,10,44,26,mbk,008_m,mz,18,22,24,-23
2020,10,44,26,mbk,007_8th,8z,8,164,61,103
2020,10,44,26,mbk,007_8th,8z,9,99,82,120
2020,10,44,26,mbk,007_8th,8z,10,60,82,98
2020,10,44,26,mbk,007_8th,8z,11,77,82,93
2020,10,44,26,mbk,007_8th,8z,12,183,336,-60
2020,10,44,26,mbk,007_8th,8z,13,211,94,57
2020,10,44,26,mbk,007_8th,8z,14,112,130,39
2020,10,44,26,mbk,007_8th,8z,15,92,124,7
2020,10,44,26,mbk,007_8th,8z,16,83,86,4
2020,10,44,26,mbk,007_8th,8z,17,45,148,-99
2020,10,44,26,mbk,007_8th,8z,18,43,176,-232
2020,10,44,26,mbk,007_8th,8z,19,38,69,-263
2020,10,44,26,mbk,007_8th,8z,20,29,27,-261
2020,10,44,26,mbk,007_8th,8z,21,22,33,-272
2020,10,44,26,tokyu,000_tokyu,tokyu,8,44,41,3
2020,10,44,26,tokyu,000_tokyu,tokyu,9,47,63,-13
2020,10,44,26,tokyu,000_tokyu,tokyu,10,383,297,73
2020,10,44,26,tokyu,000_tokyu,tokyu,11,852,867,58
2020,10,44,26,tokyu,000_tokyu,tokyu,12,1578,1508,128
2020,10,44,26,tokyu,000_tokyu,tokyu,13,1264,1238,154
2020,10,44,26,tokyu,000_tokyu,tokyu,14,901,910,145
2020,10,44,26,tokyu,000_tokyu,tokyu,15,861,850,156
2020,10,44,26,tokyu,000_tokyu,tokyu,16,912,904,164
2020,10,44,26,tokyu,000_tokyu,tokyu,17,1131,1094,201
2020,10,44,26,tokyu,000_tokyu,tokyu,18,989,1002,188
2020,10,44,26,tokyu,000_tokyu,tokyu,19,678,688,178
2020,10,44,26,tokyu,000_tokyu,tokyu,20,16,48,146
2020,10,44,26,tokyu,000_tokyu,tokyu,21,34,28,152
2020,10,44,26,tower,000_tower,tower,8,260,149,111
2020,10,44,26,tower,000_tower,tower,9,290,209,192
2020,10,44,26,tower,000_tower,tower,10,149,125,216
2020,10,44,26,tower,000_tower,tower,11,90,98,208
2020,10,44,26,tower,000_tower,tower,12,289,294,203
2020,10,44,26,tower,000_tower,tower,13,396,276,323
2020,10,44,26,tower,000_tower,tower,14,195,163,355
2020,10,44,26,tower,000_tower,tower,15,125,132,348
2020,10,44,26,tower,000_tower,tower,16,101,128,321
2020,10,44,26,tower,000_tower,tower,17,95,153,263
2020,10,44,26,tower,000_tower,tower,18,142,218,187
2020,10,44,26,tower,000_tower,tower,19,44,79,152
2020,10,44,26,tower,000_tower,tower,20,34,32,154
2020,10,44,26,tower,000_tower,tower,21,5,17,142
2020,10,44,26,tower,000_tower,tower,22,0,0,142
2020,10,44,26,alaart,002_alaart3rd,alaart3z,8,2,1,1
2020,10,44,26,alaart,002_alaart3rd,alaart3z,9,27,25,3
2020,10,44,26,alaart,002_alaart3rd,alaart3z,10,163,134,32
2020,10,44,26,alaart,002_alaart3rd,alaart3z,11,179,149,62
2020,10,44,26,alaart,002_alaart3rd,alaart3z,12,351,280,133
2020,10,44,26,alaart,002_alaart3rd,alaart3z,13,282,238,177
2020,10,44,26,alaart,002_alaart3rd,alaart3z,14,209,172,214
2020,10,44,26,alaart,002_alaart3rd,alaart3z,15,300,238,276
2020,10,44,26,alaart,002_alaart3rd,alaart3z,16,296,246,326
2020,10,44,26,alaart,002_alaart3rd,alaart3z,17,266,219,373
2020,10,44,26,alaart,002_alaart3rd,alaart3z,18,227,178,422
2020,10,44,26,alaart,002_alaart3rd,alaart3z,19,139,126,435
2020,10,44,26,alaart,002_alaart3rd,alaart3z,20,67,20,482
2020,10,44,26,alaart,002_alaart3rd,alaart3z,21,4,2,484
2020,10,44,26,alaart,001_alaart2nd,alaart2z,8,2,1,1
2020,10,44,26,alaart,001_alaart2nd,alaart2z,9,26,22,5
2020,10,44,26,alaart,001_alaart2nd,alaart2z,10,127,143,-11
2020,10,44,26,alaart,001_alaart2nd,alaart2z,11,151,171,-31
2020,10,44,26,alaart,001_alaart2nd,alaart2z,12,271,310,-70
2020,10,44,26,alaart,001_alaart2nd,alaart2z,13,219,271,-122
2020,10,44,26,alaart,001_alaart2nd,alaart2z,14,159,202,-165
2020,10,44,26,alaart,001_alaart2nd,alaart2z,15,227,283,-221
2020,10,44,26,alaart,001_alaart2nd,alaart2z,16,238,294,-277
2020,10,44,26,alaart,001_alaart2nd,alaart2z,17,203,250,-324
2020,10,44,26,alaart,001_alaart2nd,alaart2z,18,161,206,-369
2020,10,44,26,alaart,001_alaart2nd,alaart2z,19,129,152,-392
2020,10,44,26,alaart,001_alaart2nd,alaart2z,20,75,115,-432
2020,10,44,26,alaart,001_alaart2nd,alaart2z,21,2,1,-431
2020,10,44,27,mbk,002_3rd,3c,8,47,44,3
2020,10,44,27,mbk,002_3rd,3c,9,74,62,15
2020,10,44,27,mbk,002_3rd,3c,10,382,349,48
2020,10,44,27,mbk,002_3rd,3c,11,613,610,51
2020,10,44,27,mbk,002_3rd,3c,12,777,775,53
2020,10,44,27,mbk,002_3rd,3c,13,779,808,24
2020,10,44,27,mbk,002_3rd,3c,14,873,858,39
2020,10,44,27,mbk,002_3rd,3c,15,871,891,19
2020,10,44,27,mbk,002_3rd,3c,16,834,839,14
2020,10,44,27,mbk,002_3rd,3c,17,780,800,-6
2020,10,44,27,mbk,002_3rd,3c,18,849,867,-24
2020,10,44,27,mbk,002_3rd,3c,19,585,659,-98
2020,10,44,27,mbk,002_3rd,3c,20,309,343,-132
2020,10,44,27,mbk,002_3rd,3c,21,47,54,-139
2020,10,44,27,mbk,002_3rd,3b,8,36,41,-5
2020,10,44,27,mbk,002_3rd,3b,9,116,168,-57
2020,10,44,27,mbk,002_3rd,3b,10,725,747,-79
2020,10,44,27,mbk,002_3rd,3b,11,1153,1869,-795
2020,10,44,27,mbk,002_3rd,3b,12,1359,1391,-827
2020,10,44,27,mbk,002_3rd,3b,13,1806,1417,-438
2020,10,44,27,mbk,002_3rd,3b,14,1452,1314,-300
2020,10,44,27,mbk,002_3rd,3b,15,1569,1521,-252
2020,10,44,27,mbk,002_3rd,3b,16,1328,1295,-219
2020,10,44,27,mbk,002_3rd,3b,17,1335,1311,-195
2020,10,44,27,mbk,002_3rd,3b,18,1312,1339,-222
2020,10,44,27,mbk,002_3rd,3b,19,1161,1037,-98
2020,10,44,27,mbk,002_3rd,3b,20,650,532,20
2020,10,44,27,mbk,002_3rd,3b,21,165,82,103
2020,10,44,27,mbk,002_3rd,3a,8,10,7,3
2020,10,44,27,mbk,002_3rd,3a,9,45,21,27
2020,10,44,27,mbk,002_3rd,3a,10,409,371,65
2020,10,44,27,mbk,002_3rd,3a,11,634,557,142
2020,10,44,27,mbk,002_3rd,3a,12,946,927,161
2020,10,44,27,mbk,002_3rd,3a,13,830,872,119
2020,10,44,27,mbk,002_3rd,3a,14,768,762,125
2020,10,44,27,mbk,002_3rd,3a,15,832,836,121
2020,10,44,27,mbk,002_3rd,3a,16,747,775,93
2020,10,44,27,mbk,002_3rd,3a,17,853,845,101
2020,10,44,27,mbk,002_3rd,3a,18,900,965,36
2020,10,44,27,mbk,002_3rd,3a,19,742,821,-43
2020,10,44,27,mbk,002_3rd,3a,20,538,594,-99
2020,10,44,27,mbk,002_3rd,3a,21,36,61,-124
2020,10,44,27,mbk,002_3rd,3d,8,17,14,3
2020,10,44,27,mbk,002_3rd,3d,9,54,44,13
2020,10,44,27,mbk,002_3rd,3d,10,428,360,81
2020,10,44,27,mbk,002_3rd,3d,11,684,643,122
2020,10,44,27,mbk,002_3rd,3d,12,1021,1005,138
2020,10,44,27,mbk,002_3rd,3d,13,849,865,122
2020,10,44,27,mbk,002_3rd,3d,14,837,809,150
2020,10,44,27,mbk,002_3rd,3d,15,912,909,153
2020,10,44,27,mbk,002_3rd,3d,16,954,974,133
2020,10,44,27,mbk,002_3rd,3d,17,944,933,144
2020,10,44,27,mbk,002_3rd,3d,18,970,1011,103
2020,10,44,27,mbk,002_3rd,3d,19,686,768,21
2020,10,44,27,mbk,002_3rd,3d,20,342,399,-36
2020,10,44,27,mbk,002_3rd,3d,21,21,28,-43
2020,10,44,27,mbk,004_5th,5d,9,24,16,2
2020,10,44,27,mbk,004_5th,5d,10,87,70,19
2020,10,44,27,mbk,004_5th,5d,11,155,134,40
2020,10,44,27,mbk,004_5th,5d,12,270,255,55
2020,10,44,27,mbk,004_5th,5d,13,218,205,68
2020,10,44,27,mbk,004_5th,5d,14,208,190,86
2020,10,44,27,mbk,004_5th,5d,15,214,215,85
2020,10,44,27,mbk,004_5th,5d,16,232,212,105
2020,10,44,27,mbk,004_5th,5d,17,219,230,94
2020,10,44,27,mbk,004_5th,5d,18,203,201,96
2020,10,44,27,mbk,004_5th,5d,19,110,120,86
2020,10,44,27,mbk,004_5th,5d,20,136,115,107
2020,10,44,27,mbk,004_5th,5d,21,108,124,91
2020,10,44,27,mbk,004_5th,5d,8,11,17,-6
2020,10,44,27,mbk,004_5th,5b,8,47,57,-10
2020,10,44,27,mbk,004_5th,5b,9,129,90,29
2020,10,44,27,mbk,004_5th,5b,10,427,414,42
2020,10,44,27,mbk,004_5th,5b,11,590,603,29
2020,10,44,27,mbk,004_5th,5b,12,872,905,-4
2020,10,44,27,mbk,004_5th,5b,13,910,935,-29
2020,10,44,27,mbk,004_5th,5b,14,813,852,-68
2020,10,44,27,mbk,004_5th,5b,15,805,777,-40
