year,month,week,day,building,floor,zone,direction,area,count
2020,10,43,25,mbk,001_2nd,2d,exit,2c,1633
2020,10,43,25,mbk,001_2nd,2d,exit,3d,520
2020,10,43,25,mbk,001_2nd,2d,exit,alaart,419
2020,10,43,25,mbk,001_2nd,2d,exit,hotel,59
2020,10,43,25,mbk,001_2nd,2d,exit,lift_10,158
2020,10,43,25,mbk,001_2nd,2d,exit,lift_11,128
2020,10,43,25,mbk,001_2nd,2d,exit,lift_12,171
2020,10,43,25,mbk,001_2nd,2d,exit,parking,422
2020,10,43,25,mbk,002_3rd,3a,entrance,3b,3975
2020,10,43,25,mbk,002_3rd,3a,entrance,4a,1345
2020,10,43,25,mbk,002_3rd,3a,entrance,bts,2718
2020,10,43,25,mbk,002_3rd,3a,entrance,parking,26
2020,10,43,25,mbk,002_3rd,3a,entrance,tokyu,1096
2020,10,43,25,mbk,002_3rd,3a,exit,3b,3873
2020,10,43,25,mbk,002_3rd,3a,exit,4a,1626
2020,10,43,25,mbk,002_3rd,3a,exit,bts,2793
2020,10,43,25,mbk,002_3rd,3a,exit,parking,40
2020,10,43,25,mbk,002_3rd,3a,exit,tokyu,1136
2020,10,43,25,mbk,002_3rd,3b,entrance,2b,3860
2020,10,43,25,mbk,002_3rd,3b,entrance,2c,1614
2020,10,43,25,mbk,002_3rd,3b,entrance,3a,3873
2020,10,43,25,mbk,002_3rd,3b,entrance,3c,2296
2020,10,43,25,mbk,002_3rd,3b,entrance,4b,3652
2020,10,43,25,mbk,002_3rd,3b,entrance,4c,77
2020,10,43,25,mbk,002_3rd,3b,entrance,lift_18,77
2020,10,43,25,mbk,002_3rd,3b,entrance,lift_19,57
2020,10,43,25,mbk,002_3rd,3b,entrance,parking,1139
2020,10,43,25,mbk,002_3rd,3b,exit,2b,5177
2020,10,43,25,mbk,002_3rd,3b,exit,2c,6
2020,10,43,25,mbk,002_3rd,3b,exit,3a,3975
2020,10,43,25,mbk,002_3rd,3b,exit,3c,2390
2020,10,43,25,mbk,002_3rd,3b,exit,4b,3623
2020,10,43,25,mbk,002_3rd,3b,exit,4c,1209
2020,10,43,25,mbk,002_3rd,3b,exit,lift_18,98
2020,10,43,25,mbk,002_3rd,3b,exit,lift_19,98
2020,10,43,25,mbk,002_3rd,3b,exit,parking,1361
2020,10,43,25,mbk,002_3rd,3c,entrance,3b,2390
2020,10,43,25,mbk,002_3rd,3c,entrance,3d,3083
2020,10,43,25,mbk,002_3rd,3c,entrance,4c,1613
2020,10,43,25,mbk,002_3rd,3c,entrance,lift_13,90
2020,10,43,25,mbk,002_3rd,3c,entrance,lift_14,104
2020,10,43,25,mbk,002_3rd,3c,entrance,lift_15,210
2020,10,43,25,mbk,002_3rd,3c,entrance,lift_16,173
2020,10,43,25,mbk,002_3rd,3c,entrance,lift_17,64
2020,10,43,25,mbk,002_3rd,3c,entrance,parking,670
2020,10,43,25,mbk,002_3rd,3c,exit,3b,2296
2020,10,43,25,mbk,002_3rd,3c,exit,3d,3749
2020,10,43,25,mbk,002_3rd,3c,exit,4c,1368
2020,10,43,25,mbk,002_3rd,3c,exit,lift_13,81
2020,10,43,25,mbk,002_3rd,3c,exit,lift_14,87
2020,10,43,25,mbk,002_3rd,3c,exit,lift_15,187
2020,10,43,25,mbk,002_3rd,3c,exit,lift_16,215
2020,10,43,25,mbk,002_3rd,3c,exit,lift_17,81
2020,10,43,25,mbk,002_3rd,3c,exit,parking,731
2020,10,43,25,mbk,002_3rd,3d,entrance,2c,1692
2020,10,43,25,mbk,002_3rd,3d,entrance,2d,520
2020,10,43,25,mbk,002_3rd,3d,entrance,3c,3749
2020,10,43,25,mbk,002_3rd,3d,entrance,4d,705
2020,10,43,25,mbk,002_3rd,3d,entrance,chula,1010
2020,10,43,25,mbk,002_3rd,3d,entrance,lift_10,126
2020,10,43,25,mbk,002_3rd,3d,entrance,lift_11,145
2020,10,43,25,mbk,002_3rd,3d,entrance,lift_12,171
2020,10,43,25,mbk,002_3rd,3d,entrance,parking,22
2020,10,43,25,mbk,002_3rd,3d,exit,2c,1995
2020,10,43,25,mbk,002_3rd,3d,exit,2d,669
2020,10,43,25,mbk,002_3rd,3d,exit,3c,3083
2020,10,43,25,mbk,002_3rd,3d,exit,4d,658
2020,10,43,25,mbk,002_3rd,3d,exit,chula,1243
2020,10,43,25,mbk,002_3rd,3d,exit,lift_10,142
2020,10,43,25,mbk,002_3rd,3d,exit,lift_11,143
2020,10,43,25,mbk,002_3rd,3d,exit,lift_12,131
2020,10,43,25,mbk,002_3rd,3d,exit,parking,20
2020,10,43,25,mbk,003_4th,4a,entrance,3a,1626
2020,10,43,25,mbk,003_4th,4a,entrance,4b,5952
2020,10,43,25,mbk,003_4th,4a,entrance,parking,12
2020,10,43,25,mbk,003_4th,4a,entrance,tokyu,1695
2020,10,43,25,mbk,003_4th,4a,exit,3a,1345
2020,10,43,25,mbk,003_4th,4a,exit,4b,5912
2020,10,43,25,mbk,003_4th,4a,exit,parking,20
2020,10,43,25,mbk,003_4th,4a,exit,tokyu,1638
2020,10,43,25,mbk,003_4th,4b,entrance,3b,3623
2020,10,43,25,mbk,003_4th,4b,entrance,4a,5912
2020,10,43,25,mbk,003_4th,4b,entrance,4c,5128
2020,10,43,25,mbk,003_4th,4b,entrance,5b,3920
2020,10,43,25,mbk,003_4th,4b,entrance,lift_18,120
2020,10,43,25,mbk,003_4th,4b,entrance,lift_19,113
2020,10,43,25,mbk,003_4th,4b,entrance,parking,512
2020,10,43,25,mbk,003_4th,4b,exit,3b,3652
2020,10,43,25,mbk,003_4th,4b,exit,4a,5952
2020,10,43,25,mbk,003_4th,4b,exit,4c,5098
2020,10,43,25,mbk,003_4th,4b,exit,5b,3472
2020,10,43,25,mbk,003_4th,4b,exit,lift_18,178
2020,10,43,25,mbk,003_4th,4b,exit,lift_19,154
2020,10,43,25,mbk,003_4th,4b,exit,parking,625
2020,10,43,25,mbk,003_4th,4c,entrance,3b,1209
2020,10,43,25,mbk,003_4th,4c,entrance,3c,1368
2020,10,43,25,mbk,003_4th,4c,entrance,4b,5098
2020,10,43,25,mbk,003_4th,4c,entrance,4d,5097
2020,10,43,25,mbk,003_4th,4c,entrance,5c,1304
2020,10,43,25,mbk,003_4th,4c,entrance,lift_13,172
2020,10,43,25,mbk,003_4th,4c,entrance,lift_14,148
2020,10,43,25,mbk,003_4th,4c,entrance,lift_15,283
2020,10,43,25,mbk,003_4th,4c,entrance,lift_16,281
2020,10,43,25,mbk,003_4th,4c,entrance,lift_17,101
2020,10,43,25,mbk,003_4th,4c,entrance,parking,822
2020,10,43,25,mbk,003_4th,4c,exit,3b,77
2020,10,43,25,mbk,003_4th,4c,exit,3c,1613
2020,10,43,25,mbk,003_4th,4c,exit,4b,5128
2020,10,43,25,mbk,003_4th,4c,exit,4d,5159
2020,10,43,25,mbk,003_4th,4c,exit,5c,1327
2020,10,43,25,mbk,003_4th,4c,exit,lift_13,131
2020,10,43,25,mbk,003_4th,4c,exit,lift_14,133
2020,10,43,25,mbk,003_4th,4c,exit,lift_15,242
2020,10,43,25,mbk,003_4th,4c,exit,lift_16,199
2020,10,43,25,mbk,003_4th,4c,exit,lift_17,174
2020,10,43,25,mbk,003_4th,4c,exit,parking,1073
2020,10,43,25,mbk,003_4th,4d,entrance,3d,658
2020,10,43,25,mbk,003_4th,4d,entrance,4c,5159
2020,10,43,25,mbk,003_4th,4d,entrance,5d,212
2020,10,43,25,mbk,003_4th,4d,entrance,lift_10,404
2020,10,43,25,mbk,003_4th,4d,entrance,lift_11,223
2020,10,43,25,mbk,003_4th,4d,entrance,lift_12,239
2020,10,43,25,mbk,003_4th,4d,entrance,parking,9
2020,10,43,25,mbk,003_4th,4d,exit,3d,705
2020,10,43,25,mbk,003_4th,4d,exit,4c,5097
2020,10,43,25,mbk,003_4th,4d,exit,5d,321
2020,10,43,25,mbk,003_4th,4d,exit,lift_10,467
2020,10,43,25,mbk,003_4th,4d,exit,lift_11,335
2020,10,43,25,mbk,003_4th,4d,exit,lift_12,342
2020,10,43,25,mbk,003_4th,4d,exit,parking,0
2020,10,43,25,mbk,004_5th,5a,entrance,5b,1519
2020,10,43,25,mbk,004_5th,5a,entrance,6a,1854
2020,10,43,25,mbk,004_5th,5a,entrance,lift_tower_1,0
2020,10,43,25,mbk,004_5th,5a,entrance,lift_tower_2,5
2020,10,43,25,mbk,004_5th,5a,entrance,lift_tower_3,0
2020,10,43,25,mbk,004_5th,5a,entrance,lift_tower_4,3
2020,10,43,25,mbk,004_5th,5a,entrance,lift_tower_5,0
2020,10,43,25,mbk,004_5th,5a,entrance,tokyu,1900
2020,10,43,25,mbk,004_5th,5a,exit,5b,1740
2020,10,43,25,mbk,004_5th,5a,exit,6a,1662
2020,10,43,25,mbk,004_5th,5a,exit,lift_tower_1,0
2020,10,43,25,mbk,004_5th,5a,exit,lift_tower_2,6
2020,10,43,25,mbk,004_5th,5a,exit,lift_tower_3,0
2020,10,43,25,mbk,004_5th,5a,exit,lift_tower_4,0
2020,10,43,25,mbk,004_5th,5a,exit,lift_tower_5,0
2020,10,43,25,mbk,004_5th,5a,exit,tokyu,1941
2020,10,43,25,mbk,004_5th,5b,entrance,4b,3472
2020,10,43,25,mbk,004_5th,5b,entrance,5a,1740
2020,10,43,25,mbk,004_5th,5b,entrance,5c,1322
2020,10,43,25,mbk,004_5th,5b,entrance,6b,2510
2020,10,43,25,mbk,004_5th,5b,entrance,lift_18,91
2020,10,43,25,mbk,004_5th,5b,entrance,lift_19,90
2020,10,43,25,mbk,004_5th,5b,entrance,parking,409
2020,10,43,25,mbk,004_5th,5b,exit,4b,3920
2020,10,43,25,mbk,004_5th,5b,exit,5a,1519
2020,10,43,25,mbk,004_5th,5b,exit,5c,1094
2020,10,43,25,mbk,004_5th,5b,exit,6b,2476
2020,10,43,25,mbk,004_5th,5b,exit,lift_18,54
2020,10,43,25,mbk,004_5th,5b,exit,lift_19,64
2020,10,43,25,mbk,004_5th,5b,exit,parking,498
2020,10,43,25,mbk,004_5th,5c,entrance,4c,1327
2020,10,43,25,mbk,004_5th,5c,entrance,5b,1094
2020,10,43,25,mbk,004_5th,5c,entrance,5d,1048
2020,10,43,25,mbk,004_5th,5c,entrance,6c,941
2020,10,43,25,mbk,004_5th,5c,entrance,lift_13,91
2020,10,43,25,mbk,004_5th,5c,entrance,lift_14,73
2020,10,43,25,mbk,004_5th,5c,entrance,lift_15,175
2020,10,43,25,mbk,004_5th,5c,entrance,lift_16,164
2020,10,43,25,mbk,004_5th,5c,entrance,lift_17,115
2020,10,43,25,mbk,004_5th,5c,entrance,parking,188
2020,10,43,25,mbk,004_5th,5c,exit,4c,1304
2020,10,43,25,mbk,004_5th,5c,exit,5b,1322
2020,10,43,25,mbk,004_5th,5c,exit,5d,985
2020,10,43,25,mbk,004_5th,5c,exit,6c,818
2020,10,43,25,mbk,004_5th,5c,exit,lift_13,64
2020,10,43,25,mbk,004_5th,5c,exit,lift_14,63
2020,10,43,25,mbk,004_5th,5c,exit,lift_15,172
2020,10,43,25,mbk,004_5th,5c,exit,lift_16,119
2020,10,43,25,mbk,004_5th,5c,exit,lift_17,73
2020,10,43,25,mbk,004_5th,5c,exit,parking,244
2020,10,43,25,mbk,004_5th,5d,entrance,4d,321
2020,10,43,25,mbk,004_5th,5d,entrance,5c,985
2020,10,43,25,mbk,004_5th,5d,entrance,6d,196
2020,10,43,25,mbk,004_5th,5d,entrance,lift_10,100
2020,10,43,25,mbk,004_5th,5d,entrance,lift_11,115
2020,10,43,25,mbk,004_5th,5d,entrance,lift_12,106
2020,10,43,25,mbk,004_5th,5d,entrance,parking,129
2020,10,43,25,mbk,004_5th,5d,exit,4d,212
2020,10,43,25,mbk,004_5th,5d,exit,5c,1048
2020,10,43,25,mbk,004_5th,5d,exit,6d,235
2020,10,43,25,mbk,004_5th,5d,exit,lift_10,102
2020,10,43,25,mbk,004_5th,5d,exit,lift_11,99
2020,10,43,25,mbk,004_5th,5d,exit,lift_12,89
2020,10,43,25,mbk,004_5th,5d,exit,parking,124
2020,10,43,25,mbk,005_6th,6a,entrance,5a,1662
2020,10,43,25,mbk,005_6th,6a,entrance,6b,2764
2020,10,43,25,mbk,005_6th,6a,entrance,7z,937
2020,10,43,25,mbk,005_6th,6a,entrance,parking,0
2020,10,43,25,mbk,005_6th,6a,exit,5a,1854
2020,10,43,25,mbk,005_6th,6a,exit,6b,2610
2020,10,43,25,mbk,005_6th,6a,exit,7z,920
2020,10,43,25,mbk,005_6th,6a,exit,parking,0
2020,10,43,25,mbk,005_6th,6b,entrance,5b,2476
2020,10,43,25,mbk,005_6th,6b,entrance,6a,2610
2020,10,43,25,mbk,005_6th,6b,entrance,6c,1996
2020,10,43,25,mbk,005_6th,6b,entrance,7z,1549
2020,10,43,25,mbk,005_6th,6b,entrance,lift_18,236
2020,10,43,25,mbk,005_6th,6b,entrance,lift_19,196
2020,10,43,25,mbk,005_6th,6b,entrance,parking,422
2020,10,43,25,mbk,005_6th,6b,exit,5b,2510
2020,10,43,25,mbk,005_6th,6b,exit,6a,2764
2020,10,43,25,mbk,005_6th,6b,exit,6c,1569
2020,10,43,25,mbk,005_6th,6b,exit,7z,1949
2020,10,43,25,mbk,005_6th,6b,exit,lift_18,202
2020,10,43,25,mbk,005_6th,6b,exit,lift_19,190
2020,10,43,25,mbk,005_6th,6b,exit,parking,489
2020,10,43,25,mbk,005_6th,6c,entrance,5c,818
2020,10,43,25,mbk,005_6th,6c,entrance,6b,1569
2020,10,43,25,mbk,005_6th,6c,entrance,6d,884
2020,10,43,25,mbk,005_6th,6c,entrance,7z,852
2020,10,43,25,mbk,005_6th,6c,entrance,lift_13,136
2020,10,43,25,mbk,005_6th,6c,entrance,lift_14,130
2020,10,43,25,mbk,005_6th,6c,entrance,lift_15,279
2020,10,43,25,mbk,005_6th,6c,entrance,lift_16,243
2020,10,43,25,mbk,005_6th,6c,entrance,lift_17,230
2020,10,43,25,mbk,005_6th,6c,entrance,parking,683
2020,10,43,25,mbk,005_6th,6c,exit,5c,941
2020,10,43,25,mbk,005_6th,6c,exit,6b,1996
2020,10,43,25,mbk,005_6th,6c,exit,6d,667
2020,10,43,25,mbk,005_6th,6c,exit,7z,589
2020,10,43,25,mbk,005_6th,6c,exit,lift_13,126
2020,10,43,25,mbk,005_6th,6c,exit,lift_14,156
2020,10,43,25,mbk,005_6th,6c,exit,lift_15,314
2020,10,43,25,mbk,005_6th,6c,exit,lift_16,291
2020,10,43,25,mbk,005_6th,6c,exit,lift_17,211
2020,10,43,25,mbk,005_6th,6c,exit,parking,785
2020,10,43,25,mbk,005_6th,6d,entrance,5d,235
2020,10,43,25,mbk,005_6th,6d,entrance,6c,667
2020,10,43,25,mbk,005_6th,6d,entrance,7z,223
2020,10,43,25,mbk,005_6th,6d,entrance,lift_10,140
2020,10,43,25,mbk,005_6th,6d,entrance,lift_11,154
2020,10,43,25,mbk,005_6th,6d,entrance,lift_12,167
2020,10,43,25,mbk,005_6th,6d,entrance,parking,0
2020,10,43,25,mbk,005_6th,6d,exit,5d,196
2020,10,43,25,mbk,005_6th,6d,exit,6c,884
2020,10,43,25,mbk,005_6th,6d,exit,7z,197
2020,10,43,25,mbk,005_6th,6d,exit,lift_10,131
2020,10,43,25,mbk,005_6th,6d,exit,lift_11,112
2020,10,43,25,mbk,005_6th,6d,exit,lift_12,134
2020,10,43,25,mbk,005_6th,6d,exit,parking,0
2020,10,43,25,mbk,006_7th,7z,entrance,6a,920
2020,10,43,25,mbk,006_7th,7z,entrance,6b,1949
2020,10,43,25,mbk,006_7th,7z,entrance,6c,589
2020,10,43,25,mbk,006_7th,7z,entrance,6d,197
2020,10,43,25,mbk,006_7th,7z,entrance,8z,185
2020,10,43,25,mbk,006_7th,7z,entrance,lift_10,216
2020,10,43,25,mbk,006_7th,7z,entrance,lift_11,191
2020,10,43,25,mbk,006_7th,7z,entrance,lift_12,206
2020,10,43,25,mbk,006_7th,7z,entrance,lift_13,89
2020,10,43,25,mbk,006_7th,7z,entrance,lift_14,89
2020,10,43,25,mbk,006_7th,7z,entrance,lift_15,302
2020,10,43,25,mbk,006_7th,7z,entrance,lift_16,240
2020,10,43,25,mbk,006_7th,7z,entrance,lift_17,143
2020,10,43,25,mbk,006_7th,7z,entrance,lift_18,143
2020,10,43,25,mbk,006_7th,7z,entrance,lift_19,141
2020,10,43,25,mbk,006_7th,7z,exit,6a,937
2020,10,43,25,mbk,006_7th,7z,exit,6b,1549
2020,10,43,25,mbk,006_7th,7z,exit,6c,852
2020,10,43,25,mbk,006_7th,7z,exit,6d,223
2020,10,43,25,mbk,006_7th,7z,exit,8z,146
2020,10,43,25,mbk,006_7th,7z,exit,lift_10,178
2020,10,43,25,mbk,006_7th,7z,exit,lift_11,213
2020,10,43,25,mbk,006_7th,7z,exit,lift_12,234
2020,10,43,25,mbk,006_7th,7z,exit,lift_13,110
2020,10,43,25,mbk,006_7th,7z,exit,lift_14,113
2020,10,43,25,mbk,006_7th,7z,exit,lift_15,294
2020,10,43,25,mbk,006_7th,7z,exit,lift_16,231
2020,10,43,25,mbk,006_7th,7z,exit,lift_17,127
2020,10,43,25,mbk,006_7th,7z,exit,lift_18,115
2020,10,43,25,mbk,006_7th,7z,exit,lift_19,115
2020,10,43,25,mbk,007_8th,8z,entrance,7z,146
2020,10,43,25,mbk,007_8th,8z,entrance,lift_10,71
2020,10,43,25,mbk,007_8th,8z,entrance,lift_11,11
2020,10,43,25,mbk,007_8th,8z,entrance,lift_12,0
2020,10,43,25,mbk,007_8th,8z,entrance,lift_13,0
2020,10,43,25,mbk,007_8th,8z,entrance,lift_14,0
2020,10,43,25,mbk,007_8th,8z,entrance,lift_15,11
2020,10,43,25,mbk,007_8th,8z,entrance,lift_17,17
2020,10,43,25,mbk,007_8th,8z,entrance,lift_18,45
2020,10,43,25,mbk,007_8th,8z,entrance,lift_19,37
2020,10,43,25,mbk,007_8th,8z,exit,7z,185
2020,10,43,25,mbk,007_8th,8z,exit,lift_10,80
2020,10,43,25,mbk,007_8th,8z,exit,lift_11,10
2020,10,43,25,mbk,007_8th,8z,exit,lift_12,0
2020,10,43,25,mbk,007_8th,8z,exit,lift_13,0
2020,10,43,25,mbk,007_8th,8z,exit,lift_14,0
2020,10,43,25,mbk,007_8th,8z,exit,lift_15,9
2020,10,43,25,mbk,007_8th,8z,exit,lift_17,16
2020,10,43,25,mbk,007_8th,8z,exit,lift_18,32
2020,10,43,25,mbk,007_8th,8z,exit,lift_19,30
2020,10,43,25,mbk,008_m,mz,entrance,lift_10,18
2020,10,43,25,mbk,008_m,mz,entrance,lift_13,0
2020,10,43,25,mbk,008_m,mz,entrance,lift_14,0
2020,10,43,25,mbk,008_m,mz,entrance,lift_17,39
2020,10,43,25,mbk,008_m,mz,entrance,lift_18,33
2020,10,43,25,mbk,008_m,mz,entrance,lift_19,40
2020,10,43,25,mbk,008_m,mz,exit,lift_10,16
2020,10,43,25,mbk,008_m,mz,exit,lift_13,0
2020,10,43,25,mbk,008_m,mz,exit,lift_14,0
2020,10,43,25,mbk,008_m,mz,exit,lift_17,39
2020,10,43,25,mbk,008_m,mz,exit,lift_18,40
2020,10,43,25,mbk,008_m,mz,exit,lift_19,43
2020,10,43,25,tokyu,000_tokyu,tokyu,entrance,2a,1215
2020,10,43,25,tokyu,000_tokyu,tokyu,entrance,3a,1136
2020,10,43,25,tokyu,000_tokyu,tokyu,entrance,4a,1638
2020,10,43,25,tokyu,000_tokyu,tokyu,entrance,5a,1941
2020,10,43,25,tokyu,000_tokyu,tokyu,entrance,bts,1159
2020,10,43,25,tokyu,000_tokyu,tokyu,entrance,ga,895
2020,10,43,25,tokyu,000_tokyu,tokyu,entrance,ground,739
2020,10,43,25,tokyu,000_tokyu,tokyu,exit,2a,1323
2020,10,43,25,tokyu,000_tokyu,tokyu,exit,3a,1096
2020,10,43,25,tokyu,000_tokyu,tokyu,exit,4a,1695
2020,10,43,25,tokyu,000_tokyu,tokyu,exit,5a,1900
2020,10,43,25,tokyu,000_tokyu,tokyu,exit,bts,1377
2020,10,43,25,tokyu,000_tokyu,tokyu,exit,ga,817
2020,10,43,25,tokyu,000_tokyu,tokyu,exit,ground,505
2020,10,43,25,tower,000_tower,tower,entrance,lift_tower_1,26
2020,10,43,25,tower,000_tower,tower,entrance,lift_tower_2,85
2020,10,43,25,tower,000_tower,tower,entrance,lift_tower_3,20
2020,10,43,25,tower,000_tower,tower,entrance,lift_tower_4,93
2020,10,43,25,tower,000_tower,tower,entrance,lift_tower_5,27
2020,10,43,25,tower,000_tower,tower,exit,lift_tower_1,30
2020,10,43,25,tower,000_tower,tower,exit,lift_tower_2,83
2020,10,43,25,tower,000_tower,tower,exit,lift_tower_3,25
2020,10,43,25,tower,000_tower,tower,exit,lift_tower_4,68
2020,10,43,25,tower,000_tower,tower,exit,lift_tower_5,27
2020,10,44,26,alaart,001_alaart2nd,alaart2z,entrance,alaart1z,1399
2020,10,44,26,alaart,001_alaart2nd,alaart2z,entrance,alaart3z,591
2020,10,44,26,alaart,001_alaart2nd,alaart2z,exit,alaart1z,1063
2020,10,44,26,alaart,001_alaart2nd,alaart2z,exit,alaart3z,1358
2020,10,44,26,alaart,002_alaart3rd,alaart3z,entrance,alaart,1154
2020,10,44,26,alaart,002_alaart3rd,alaart3z,entrance,alaart2z,1358
2020,10,44,26,alaart,002_alaart3rd,alaart3z,exit,alaart,1437
2020,10,44,26,alaart,002_alaart3rd,alaart3z,exit,alaart2z,591
2020,10,44,26,mbk,000_g,ga,entrance,gb,2978
2020,10,44,26,mbk,000_g,ga,entrance,ground,328
2020,10,44,26,mbk,000_g,ga,entrance,lift_tower_1,691
2020,10,44,26,mbk,000_g,ga,entrance,lift_tower_2,173
2020,10,44,26,mbk,000_g,ga,entrance,lift_tower_3,120
2020,10,44,26,mbk,000_g,ga,entrance,lift_tower_4,182
2020,10,44,26,mbk,000_g,ga,entrance,lift_tower_5,100
2020,10,44,26,mbk,000_g,ga,entrance,tokyu,893
2020,10,44,26,mbk,000_g,ga,entrance,tower,290
2020,10,44,26,mbk,000_g,ga,exit,gb,2852
2020,10,44,26,mbk,000_g,ga,exit,ground,427
2020,10,44,26,mbk,000_g,ga,exit,lift_tower_1,635
2020,10,44,26,mbk,000_g,ga,exit,lift_tower_2,174
2020,10,44,26,mbk,000_g,ga,exit,lift_tower_3,176
2020,10,44,26,mbk,000_g,ga,exit,lift_tower_4,213
2020,10,44,26,mbk,000_g,ga,exit,lift_tower_5,146
2020,10,44,26,mbk,000_g,ga,exit,tokyu,925
2020,10,44,26,mbk,000_g,ga,exit,tower,204
2020,10,44,26,mbk,000_g,gb,entrance,2b,2653
2020,10,44,26,mbk,000_g,gb,entrance,ga,2852
2020,10,44,26,mbk,000_g,gb,entrance,gc,3413
2020,10,44,26,mbk,000_g,gb,entrance,ground,499
2020,10,44,26,mbk,000_g,gb,entrance,lift_15,273
2020,10,44,26,mbk,000_g,gb,entrance,lift_16,273
2020,10,44,26,mbk,000_g,gb,entrance,lift_17,413
2020,10,44,26,mbk,000_g,gb,entrance,lift_18,304
2020,10,44,26,mbk,000_g,gb,entrance,lift_19,324
2020,10,44,26,mbk,000_g,gb,entrance,taxi,765
2020,10,44,26,mbk,000_g,gb,exit,2b,2733
2020,10,44,26,mbk,000_g,gb,exit,ga,2978
2020,10,44,26,mbk,000_g,gb,exit,gc,2924
2020,10,44,26,mbk,000_g,gb,exit,ground,763
2020,10,44,26,mbk,000_g,gb,exit,lift_15,418
2020,10,44,26,mbk,000_g,gb,exit,lift_16,313
2020,10,44,26,mbk,000_g,gb,exit,lift_17,474
2020,10,44,26,mbk,000_g,gb,exit,lift_18,285
2020,10,44,26,mbk,000_g,gb,exit,lift_19,338
2020,10,44,26,mbk,000_g,gb,exit,taxi,703
2020,10,44,26,mbk,000_g,gc,entrance,2c,1418
2020,10,44,26,mbk,000_g,gc,entrance,gb,2924
2020,10,44,26,mbk,000_g,gc,entrance,gd,2400
2020,10,44,26,mbk,000_g,gc,entrance,ground,340
2020,10,44,26,mbk,000_g,gc,entrance,lift_13,170
2020,10,44,26,mbk,000_g,gc,entrance,lift_14,212
2020,10,44,26,mbk,000_g,gc,entrance,parking,932
2020,10,44,26,mbk,000_g,gc,entrance,service,1087
2020,10,44,26,mbk,000_g,gc,exit,2c,1394
2020,10,44,26,mbk,000_g,gc,exit,gb,3413
2020,10,44,26,mbk,000_g,gc,exit,gd,2022
2020,10,44,26,mbk,000_g,gc,exit,ground,457
2020,10,44,26,mbk,000_g,gc,exit,lift_13,249
2020,10,44,26,mbk,000_g,gc,exit,lift_14,263
2020,10,44,26,mbk,000_g,gc,exit,parking,730
2020,10,44,26,mbk,000_g,gc,exit,service,1024
2020,10,44,26,mbk,000_g,gd,entrance,gc,2022
2020,10,44,26,mbk,000_g,gd,entrance,ground,1975
2020,10,44,26,mbk,000_g,gd,entrance,hotel,685
2020,10,44,26,mbk,000_g,gd,entrance,lift_10,338
2020,10,44,26,mbk,000_g,gd,entrance,lift_11,387
2020,10,44,26,mbk,000_g,gd,entrance,lift_12,441
2020,10,44,26,mbk,000_g,gd,entrance,parking,1314
2020,10,44,26,mbk,000_g,gd,exit,gc,2400
2020,10,44,26,mbk,000_g,gd,exit,ground,866
2020,10,44,26,mbk,000_g,gd,exit,hotel,550
2020,10,44,26,mbk,000_g,gd,exit,lift_10,477
2020,10,44,26,mbk,000_g,gd,exit,lift_11,424
2020,10,44,26,mbk,000_g,gd,exit,lift_12,487
2020,10,44,26,mbk,000_g,gd,exit,parking,1180
2020,10,44,26,mbk,001_2nd,2a,entrance,2b,4449
2020,10,44,26,mbk,001_2nd,2a,entrance,bts,2650
2020,10,44,26,mbk,001_2nd,2a,entrance,lift_tower_1,0
2020,10,44,26,mbk,001_2nd,2a,entrance,lift_tower_2,174
2020,10,44,26,mbk,001_2nd,2a,entrance,lift_tower_3,298
2020,10,44,26,mbk,001_2nd,2a,entrance,lift_tower_4,0
2020,10,44,26,mbk,001_2nd,2a,entrance,lift_tower_5,0
2020,10,44,26,mbk,001_2nd,2a,entrance,tokyu,1405
2020,10,44,26,mbk,001_2nd,2a,exit,2b,4002
2020,10,44,26,mbk,001_2nd,2a,exit,bts,3268
2020,10,44,26,mbk,001_2nd,2a,exit,lift_tower_1,9
2020,10,44,26,mbk,001_2nd,2a,exit,lift_tower_2,263
2020,10,44,26,mbk,001_2nd,2a,exit,lift_tower_3,238
2020,10,44,26,mbk,001_2nd,2a,exit,lift_tower_4,3
2020,10,44,26,mbk,001_2nd,2a,exit,lift_tower_5,0
2020,10,44,26,mbk,001_2nd,2a,exit,tokyu,1416
2020,10,44,26,mbk,001_2nd,2b,entrance,2a,4002
2020,10,44,26,mbk,001_2nd,2b,entrance,2c,2799
2020,10,44,26,mbk,001_2nd,2b,entrance,3b,3289
2020,10,44,26,mbk,001_2nd,2b,entrance,gb,2733
2020,10,44,26,mbk,001_2nd,2b,entrance,lift_18,274
2020,10,44,26,mbk,001_2nd,2b,entrance,lift_19,222
2020,10,44,26,mbk,001_2nd,2b,entrance,parking,3490
2020,10,44,26,mbk,001_2nd,2b,exit,2a,4449
2020,10,44,26,mbk,001_2nd,2b,exit,2c,2821
2020,10,44,26,mbk,001_2nd,2b,exit,3b,1949
2020,10,44,26,mbk,001_2nd,2b,exit,gb,2653
2020,10,44,26,mbk,001_2nd,2b,exit,lift_18,237
2020,10,44,26,mbk,001_2nd,2b,exit,lift_19,243
2020,10,44,26,mbk,001_2nd,2b,exit,parking,3023
2020,10,44,26,mbk,001_2nd,2c,entrance,2b,2821
2020,10,44,26,mbk,001_2nd,2c,entrance,2d,1654
2020,10,44,26,mbk,001_2nd,2c,entrance,3b,10
